どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
部屋	名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二段	名詞,一般,*,*,*,*,二段,ニダン,ニダン,i
ベッド	名詞,一般,*,*,*,*,ベッド,ベッド,ベッド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
憧れ	動詞,自立,*,*,一段,連用形,憧れる,アコガレ,アコガレ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
二段	名詞,一般,*,*,*,*,二段,ニダン,ニダン,i
ベッド	名詞,一般,*,*,*,*,ベッド,ベッド,ベッド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
存在	名詞,サ変接続,*,*,*,*,存在,ソンザイ,ソンザイ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
寝	動詞,自立,*,*,一段,未然形,寝る,ネ,ネ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
寝	動詞,自立,*,*,一段,未然形,寝る,ネ,ネ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
、	記号,読点,*,*,*,*,、,、,、,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
姉ちゃん	名詞,一般,*,*,*,*,姉ちゃん,ネエチャン,ネーチャン,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もぞもぞ	副詞,一般,*,*,*,*,もぞもぞ,モゾモゾ,モゾモゾ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
携帯	名詞,サ変接続,*,*,*,*,携帯,ケイタイ,ケイタイ,s
さわさわ	副詞,一般,*,*,*,*,さわさわ,サワサワ,サワサワ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
山小屋	名詞,一般,*,*,*,*,山小屋,ヤマゴヤ,ヤマゴヤ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
寝れ	動詞,自立,*,*,一段・可能,未然形,寝れる,ネレ,ネレ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
無音	名詞,一般,*,*,*,*,無音,ムオン,ムオン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
無音	名詞,一般,*,*,*,*,無音,ムオン,ムオン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
真っ暗	名詞,形容動詞語幹,*,*,*,*,真っ暗,マックラ,マックラ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
オレンジ	名詞,一般,*,*,*,*,オレンジ,オレンジ,オレンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
電球	名詞,一般,*,*,*,*,電球,デンキュウ,デンキュー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
神経質	名詞,形容動詞語幹,*,*,*,*,神経質,シンケイシツ,シンケイシツ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
かんじ	名詞,一般,*,*,*,*,かんじ,カンジ,カンジ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
寝る	動詞,自立,*,*,一段,基本形,寝る,ネル,ネル,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,s
神経質	名詞,形容動詞語幹,*,*,*,*,神経質,シンケイシツ,シンケイシツ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
、	記号,読点,*,*,*,*,、,、,、,s
眠り	動詞,自立,*,*,五段・ラ行,連用形,眠る,ネムリ,ネムリ,s
浅い	形容詞,自立,*,*,形容詞・アウオ段,基本形,浅い,アサイ,アサイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
眠り	動詞,自立,*,*,五段・ラ行,連用形,眠る,ネムリ,ネムリ,s
浅い	形容詞,自立,*,*,形容詞・アウオ段,基本形,浅い,アサイ,アサイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
寝れる	動詞,自立,*,*,一段・可能,基本形,寝れる,ネレル,ネレル,i
ねん	名詞,非自立,一般,*,*,*,ねん,ネン,ネン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
山	名詞,一般,*,*,*,*,山,ヤマ,ヤマ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
山小屋	名詞,一般,*,*,*,*,山小屋,ヤマゴヤ,ヤマゴヤ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
泊まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,泊まる,トマッ,トマッ,i
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
隣	名詞,一般,*,*,*,*,隣,トナリ,トナリ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
いびき	名詞,一般,*,*,*,*,いびき,イビキ,イビキ,i
かく	動詞,自立,*,*,五段・カ行イ音便,基本形,かく,カク,カク,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
寝れる	動詞,自立,*,*,一段・可能,基本形,寝れる,ネレル,ネレル,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
うるさかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,うるさい,ウルサカッ,ウルサカッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
慣れる	動詞,自立,*,*,一段,基本形,慣れる,ナレル,ナレル,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
中途半端	名詞,形容動詞語幹,*,*,*,*,中途半端,チュウトハンパ,チュートハンパ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
静か	名詞,形容動詞語幹,*,*,*,*,静か,シズカ,シズカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たま	副詞,一般,*,*,*,*,たま,タマ,タマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ぞって	副詞,一般,*,*,*,*,ぞって,ゾッテ,ゾッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
音	名詞,一般,*,*,*,*,音,オト,オト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
寝れ	動詞,自立,*,*,一段・可能,未然形,寝れる,ネレ,ネレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
いびき	名詞,一般,*,*,*,*,いびき,イビキ,イビキ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
大きめ	名詞,形容動詞語幹,*,*,*,*,大きめ,オオキメ,オーキメ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
いびき	名詞,一般,*,*,*,*,いびき,イビキ,イビキ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
鼻	名詞,一般,*,*,*,*,鼻,ハナ,ハナ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
音	名詞,一般,*,*,*,*,音,オト,オト,s
、	記号,読点,*,*,*,*,、,、,、,s
スースー	副詞,一般,*,*,*,*,スースー,スースー,スースー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
普通	副詞,助詞類接続,*,*,*,*,普通,フツウ,フツー,s
以下	名詞,非自立,副詞可能,*,*,*,以下,イカ,イカ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
大きかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,大きい,オオキカッ,オーキカッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,i
スースー	副詞,一般,*,*,*,*,スースー,スースー,スースー,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
スースー	副詞,一般,*,*,*,*,スースー,スースー,スースー,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
でかめ	名詞,形容動詞語幹,*,*,*,*,でかめ,デカメ,デカメ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
思いっきり	副詞,一般,*,*,*,*,思いっきり,オモイッキリ,オモイッキリ,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
さー	助詞,終助詞,*,*,*,*,さ,サー,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
スースー	副詞,一般,*,*,*,*,スースー,スースー,スースー,i
って	助詞,接続助詞,*,*,*,*,って,ッテ,ッテ,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
しい	動詞,自立,*,*,一段,未然形,しいる,シイ,シイ,s
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
寝言	名詞,一般,*,*,*,*,寝言,ネゴト,ネゴト,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
寝相	名詞,一般,*,*,*,*,寝相,ネゾウ,ネゾー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,s
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
