四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
住み込み	名詞,一般,*,*,*,*,住み込み,スミコミ,スミコミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
従業	名詞,サ変接続,*,*,*,*,従業,ジュウギョウ,ジューギョー,s
員	名詞,接尾,一般,*,*,*,員,イン,イン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はー	感動詞,*,*,*,*,*,はー,ハア,ハー,i
、	記号,読点,*,*,*,*,、,、,、,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うんー	感動詞,*,*,*,*,*,うんー,ウンー,ウンー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
、	記号,読点,*,*,*,*,、,、,、,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
通い	名詞,一般,*,*,*,*,通い,カヨイ,カヨイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
おばさん	名詞,一般,*,*,*,*,おばさん,オバサン,オバサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
てー	助詞,接続助詞,*,*,*,*,て,テー,テー,s
、	記号,読点,*,*,*,*,、,、,、,s
うんー	感動詞,*,*,*,*,*,うんー,ウンー,ウンー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
まわし	動詞,自立,*,*,五段・サ行,連用形,まわす,マワシ,マワシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うんー	感動詞,*,*,*,*,*,うんー,ウンー,ウンー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
食器洗い	名詞,一般,*,*,*,*,食器洗い,ショッキアライ,ショッキアライ,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
あら	動詞,自立,*,*,五段・ラ行,未然形,ある,アラ,アラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
だいだい	名詞,一般,*,*,*,*,だいだい,ダイダイ,ダイダイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
洗	名詞,一般,*,*,*,*,洗,アライ,アライ,s
食器	名詞,一般,*,*,*,*,食器,ショッキ,ショッキ,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
あら	動詞,自立,*,*,五段・ラ行,未然形,ある,アラ,アラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
手洗い	名詞,サ変接続,*,*,*,*,手洗い,テアライ,テアライ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
つ	名詞,接尾,助数詞,*,*,*,つ,ツ,ツ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
食器	名詞,一般,*,*,*,*,食器,ショッキ,ショッキ,s
洗う	動詞,自立,*,*,五段・ワ行促音便,基本形,洗う,アラウ,アラウ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
槽	名詞,一般,*,*,*,*,槽,ソウ,ソー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
洗っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,洗う,アラッ,アラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どんどん	副詞,助詞類接続,*,*,*,*,どんどん,ドンドン,ドンドン,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
くる	動詞,自立,*,*,カ変・クル,基本形,くる,クル,クル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
、	記号,読点,*,*,*,*,、,、,、,s
作ら	動詞,自立,*,*,五段・ラ行,未然形,作る,ツクラ,ツクラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほて	接続詞,*,*,*,*,*,ほて,ホテ,ホテ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
天ぷら	名詞,一般,*,*,*,*,天ぷら,テンプラ,テンプラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
揚げ	動詞,自立,*,*,一段,未然形,揚げる,アゲ,アゲ,s
ん	助詞,接続助詞・縮約形,*,*,特殊・ナイ,*,ん,ン,ン,s
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
しー	助詞,接続助詞,*,*,*,*,し,シー,シー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
、	記号,読点,*,*,*,*,、,、,、,s
丼	名詞,一般,*,*,*,*,丼,ドンブリ,ドンブリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
作ら	動詞,自立,*,*,五段・ラ行,未然形,作る,ツクラ,ツクラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
しー	助詞,接続助詞,*,*,*,*,し,シー,シー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
、	記号,読点,*,*,*,*,、,、,、,s
すごかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,すごい,スゴカッ,スゴカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
だんだん	副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン,s
と	助詞,副詞化,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
がー	副詞,一般,*,*,*,*,がー,ガー,ガー,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
そん	連体詞,*,*,*,*,*,その,ソン,ソン,s
とき	名詞,非自立,一般,*,*,*,とき,トキ,トキ,s
、	記号,読点,*,*,*,*,、,、,、,s
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
だんだん	副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン,s
暇	名詞,一般,*,*,*,*,暇,ヒマ,ヒマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
阪神タイガース	名詞,固有名詞,一般,*,*,*,阪神タイガース,ハンシンタイガース,ハンシンタイガース,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
優勝	名詞,サ変接続,*,*,*,*,優勝,ユウショウ,ユーショー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
忘れ	動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もー	感動詞,*,*,*,*,*,もー,モオ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
おっちゃん	名詞,一般,*,*,*,*,おっちゃん,オッチャン,オッチャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ものすご	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続・縮約形,ものすごい,モノスゴ,モノスゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
阪神	名詞,固有名詞,地域,一般,*,*,阪神,ハンシン,ハンシン,s
ファン	名詞,一般,*,*,*,*,ファン,ファン,ファン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もー	感動詞,*,*,*,*,*,もー,モオ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
がちがち	名詞,形容動詞語幹,*,*,*,*,がちがち,ガチガチ,ガチガチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
阪神	名詞,固有名詞,地域,一般,*,*,阪神,ハンシン,ハンシン,s
ファン	名詞,一般,*,*,*,*,ファン,ファン,ファン,s
でー	助詞,終助詞,*,*,*,*,で,デー,デー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
優勝	名詞,サ変接続,*,*,*,*,優勝,ユウショウ,ユーショー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
セール	名詞,一般,*,*,*,*,セール,セール,セール,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
カレーライス	名詞,一般,*,*,*,*,カレーライス,カレーライス,カレーライス,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もー	感動詞,*,*,*,*,*,もー,モオ,モー,s
カレーライス	名詞,一般,*,*,*,*,カレーライス,カレーライス,カレーライス,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もー	感動詞,*,*,*,*,*,もー,モオ,モー,s
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
、	記号,読点,*,*,*,*,、,、,、,s
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もー	感動詞,*,*,*,*,*,もー,モオ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
では	接続詞,*,*,*,*,*,では,デハ,デワ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
お客	名詞,一般,*,*,*,*,お客,オキャク,オキャク,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
失礼	名詞,形容動詞語幹,*,*,*,*,失礼,シツレイ,シツレイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
てー	助詞,接続助詞,*,*,*,*,て,テー,テー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
普段	名詞,副詞可能,*,*,*,*,普段,フダン,フダン,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
円	名詞,形容動詞語幹,*,*,*,*,円,ツブラ,ツブラ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
普段	名詞,副詞可能,*,*,*,*,普段,フダン,フダン,s
、	記号,読点,*,*,*,*,、,、,、,s
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ほな	接続詞,*,*,*,*,*,ほな,ホナ,ホナ,i
、	記号,読点,*,*,*,*,、,、,、,i
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
円	名詞,接尾,助数詞,*,*,*,円,エン,エン,s
