一本	名詞,固有名詞,地域,一般,*,*,一本,イッポン,イッポン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
訪ね	動詞,自立,*,*,一段,連用形,訪ねる,タズネ,タズネ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
とか	動詞,非自立,*,*,五段・カ行イ音便,未然形・縮約形,て＋おく,トカ,トカ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
だんだん	副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン,s
尋ねる	動詞,自立,*,*,一段,基本形,尋ねる,タズネル,タズネル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
恥ずかし	形容詞,自立,*,*,形容詞・イ段,連用テ接続・縮約形,恥ずかしい,ハズカシ,ハズカシ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
聞か	動詞,自立,*,*,五段・カ行イ音便,未然形,聞く,キカ,キカ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
何でも	副詞,助詞類接続,*,*,*,*,何でも,ナンデモ,ナンデモ,i
聞ける	動詞,自立,*,*,一段,基本形,聞ける,キケル,キケル,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ,s
お前	名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
加減	名詞,サ変接続,*,*,*,*,加減,カゲン,カゲン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,s
超え	動詞,自立,*,*,一段,連用形,超える,コエ,コエ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
超え	動詞,自立,*,*,一段,連用形,超える,コエ,コエ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ,s
聞ける	動詞,自立,*,*,一段,基本形,聞ける,キケル,キケル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なん	動詞,自立,*,*,五段・ラ行撥音便,基本形,なる,ナン,ナン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
調べ	動詞,自立,*,*,一段,連用形,調べる,シラベ,シラベ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
かずのこ	名詞,一般,*,*,*,*,かずのこ,カズノコ,カズノコ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ニシン	名詞,一般,*,*,*,*,ニシン,ニシン,ニシン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
かずのこ	名詞,一般,*,*,*,*,かずのこ,カズノコ,カズノコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ニシン	名詞,一般,*,*,*,*,ニシン,ニシン,ニシン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ニシン	名詞,一般,*,*,*,*,ニシン,ニシン,ニシン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ニシン	名詞,一般,*,*,*,*,ニシン,ニシン,ニシン,i
そば	名詞,一般,*,*,*,*,そば,ソバ,ソバ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
、	記号,読点,*,*,*,*,、,、,、,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
かずのこ	名詞,一般,*,*,*,*,かずのこ,カズノコ,カズノコ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
鮭	名詞,一般,*,*,*,*,鮭,サケ,サケ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
イクラ	名詞,一般,*,*,*,*,イクラ,イクラ,イクラ,i
たらこ	名詞,固有名詞,一般,*,*,*,たらこ,タラコ,タラコ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
鱈の子	名詞,一般,*,*,*,*,鱈の子,タラノコ,タラノコ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
筋子	名詞,一般,*,*,*,*,筋子,スジコ,スジコ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
筋子	名詞,一般,*,*,*,*,筋子,スジコ,スジコ,i
、	記号,読点,*,*,*,*,、,、,、,i
調べよ	動詞,自立,*,*,一段,未然ウ接続,調べる,シラベヨ,シラベヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
筋子	名詞,一般,*,*,*,*,筋子,スジコ,スジコ,s
調べ	動詞,自立,*,*,一段,連用形,調べる,シラベ,シラベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,命令ｅ,くれる,クレ,クレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
筋子	名詞,一般,*,*,*,*,筋子,スジコ,スジコ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お前	名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
便利	名詞,形容動詞語幹,*,*,*,*,便利,ベンリ,ベンリ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
鮭	名詞,一般,*,*,*,*,鮭,サケ,サケ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
マス	名詞,一般,*,*,*,*,マス,マス,マス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
鮭	名詞,一般,*,*,*,*,鮭,サケ,サケ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
マス	名詞,一般,*,*,*,*,マス,マス,マス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
マス	名詞,一般,*,*,*,*,マス,マス,マス,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
イクラ	名詞,一般,*,*,*,*,イクラ,イクラ,イクラ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
イクラ	名詞,一般,*,*,*,*,イクラ,イクラ,イクラ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なら	接続詞,*,*,*,*,*,なら,ナラ,ナラ,s
鮭	名詞,一般,*,*,*,*,鮭,サケ,サケ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞,引用,*,*,*,て,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
、	記号,読点,*,*,*,*,、,、,、,i
卵	名詞,一般,*,*,*,*,卵,タマゴ,タマゴ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
未熟	名詞,形容動詞語幹,*,*,*,*,未熟,ミジュク,ミジュク,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
筋子	名詞,一般,*,*,*,*,筋子,スジコ,スジコ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
卵	名詞,一般,*,*,*,*,卵,タマゴ,タマゴ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
成長	名詞,サ変接続,*,*,*,*,成長,セイチョウ,セイチョー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
取っ	動詞,自立,*,*,五段・ラ行,連用タ接続,取る,トッ,トッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
こ	動詞,非自立,*,*,カ変・クル,未然形,くる,コ,コ,i
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
たらこ	名詞,固有名詞,一般,*,*,*,たらこ,タラコ,タラコ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
イクラ	名詞,一般,*,*,*,*,イクラ,イクラ,イクラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
イクラ	名詞,一般,*,*,*,*,イクラ,イクラ,イクラ,s
、	記号,読点,*,*,*,*,、,、,、,s
イクラ	名詞,一般,*,*,*,*,イクラ,イクラ,イクラ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
魚	名詞,一般,*,*,*,*,魚,サカナ,サカナ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
出世魚	名詞,一般,*,*,*,*,出世魚,シュッセウオ,シュッセウオ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ハマチ	名詞,一般,*,*,*,*,ハマチ,ハマチ,ハマチ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ブリ	名詞,一般,*,*,*,*,ブリ,ブリ,ブリ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
若い	形容詞,自立,*,*,形容詞・アウオ段,基本形,若い,ワカイ,ワカイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
ツバス	名詞,一般,*,*,*,*,ツバス,ツバス,ツバス,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
ハマチ	名詞,一般,*,*,*,*,ハマチ,ハマチ,ハマチ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
ハマチ	名詞,一般,*,*,*,*,ハマチ,ハマチ,ハマチ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
サイズ	名詞,一般,*,*,*,*,サイズ,サイズ,サイズ,s
大き	形容詞,自立,*,*,形容詞・イ段,ガル接続,大きい,オオキ,オーキ,s
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ,s
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ,s
だんだん	副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン,s
だんだん	副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン,s
成長	名詞,サ変接続,*,*,*,*,成長,セイチョウ,セイチョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
につれて	助詞,格助詞,連語,*,*,*,につれて,ニツレテ,ニツレテ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
変わる	動詞,自立,*,*,五段・ラ行,基本形,変わる,カワル,カワル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ぞ	助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,i
忘れん	動詞,自立,*,*,一段撥音便,基本形,忘れる,ワスレン,ワスレン,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
とか	動詞,非自立,*,*,五段・カ行イ音便,未然形・縮約形,て＋おく,トカ,トカ,s
ん	助詞,接続助詞・縮約形,*,*,特殊・ナイ,*,ん,ン,ン,s
なん	動詞,非自立,*,*,五段・ラ行,未然形・縮約形,なら＋ん,ナン,ナン,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無い	形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無い	助動詞,*,*,*,形容詞・イ段,基本形,無い,ナイ,ナイ,s
さかい	助詞,接続助詞,*,*,*,*,さかい,サカイ,サカイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
場	名詞,一般,*,*,*,*,場,バ,バ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
とか	動詞,非自立,*,*,五段・カ行イ音便,未然形・縮約形,て＋おく,トカ,トカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けんど	助詞,接続助詞,*,*,*,*,けんど,ケンド,ケンド,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
