お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
みさ	名詞,固有名詞,人名,名,*,*,みさ,ミサ,ミサ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
受験	名詞,サ変接続,*,*,*,*,受験,ジュケン,ジュケン,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
真菅	名詞,固有名詞,一般,*,*,*,真菅,マスガ,マスガ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
真菅	名詞,固有名詞,一般,*,*,*,真菅,マスガ,マスガ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
南	名詞,一般,*,*,*,*,南,ミナミ,ミナミ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
南	名詞,一般,*,*,*,*,南,ミナミ,ミナミ,s
、	記号,読点,*,*,*,*,、,、,、,s
橿原	名詞,固有名詞,地域,一般,*,*,橿原,カシハラ,カシハラ,s
市	名詞,接尾,地域,*,*,*,市,シ,シ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
みさ	名詞,固有名詞,人名,名,*,*,みさ,ミサ,ミサ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
奈良教育大	名詞,固有名詞,一般,*,*,*,奈良教育大,ナラキョウイクダイ,ナラキョーイクダイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
附属	名詞,サ変接続,*,*,*,*,附属,フゾク,フゾク,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ものすご	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,ものすごい,モノスゴ,モノスゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,s
半	接頭詞,名詞接続,*,*,*,*,半,ハン,ハン,s
以上	名詞,副詞可能,*,*,*,*,以上,イジョウ,イジョー,s
かかる	動詞,自立,*,*,五段・ラ行,基本形,かかる,カカル,カカル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行こ	動詞,自立,*,*,五段・カ行促音便,未然ウ接続,行く,イコ,イコ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
ふんで	接続詞,*,*,*,*,*,ふんで,フンデ,フンデ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,i
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
真菅	名詞,固有名詞,一般,*,*,*,真菅,マスガ,マスガ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ,i
みさ	名詞,固有名詞,人名,名,*,*,みさ,ミサ,ミサ,i
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
小学生	名詞,一般,*,*,*,*,小学生,ショウガクセイ,ショーガクセイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
幼稚園	名詞,一般,*,*,*,*,幼稚園,ヨウチエン,ヨーチエン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
引っ越し	動詞,自立,*,*,五段・サ行,連用形,引っ越す,ヒッコシ,ヒッコシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
おり	動詞,自立,*,*,一段,連用形,おりる,オリ,オリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
引っ越し	動詞,自立,*,*,五段・サ行,連用形,引っ越す,ヒッコシ,ヒッコシ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
みさ	名詞,固有名詞,人名,名,*,*,みさ,ミサ,ミサ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
高	名詞,一般,*,*,*,*,高,コウ,コー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
高	名詞,一般,*,*,*,*,高,コウ,コー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
女	名詞,接尾,助数詞,*,*,*,女,ジョ,ジョ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
平城山	名詞,固有名詞,地域,一般,*,*,平城山,ナラヤマ,ナラヤマ,s
、	記号,読点,*,*,*,*,、,、,、,s
佐保山	名詞,固有名詞,地域,一般,*,*,佐保山,サホヤマ,サホヤマ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
順番	名詞,一般,*,*,*,*,順番,ジュンバン,ジュンバン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
上がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,上がる,アガッ,アガッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
怒っ	動詞,自立,*,*,五段・ラ行,連用タ接続,怒る,オコッ,オコッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
だいぶ	副詞,一般,*,*,*,*,だいぶ,ダイブ,ダイブ,s
みさ	名詞,固有名詞,人名,名,*,*,みさ,ミサ,ミサ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
マンション	名詞,一般,*,*,*,*,マンション,マンション,マンション,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
だり	助詞,並立助詞,*,*,*,*,だり,ダリ,ダリ,s
下宿	名詞,サ変接続,*,*,*,*,下宿,ゲシュク,ゲシュク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
遠い	形容詞,自立,*,*,形容詞・アウオ段,基本形,遠い,トオイ,トーイ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ものすごい	副詞,一般,*,*,*,*,ものすごい,モノスゴイ,モノスゴイ,s
反対	名詞,サ変接続,*,*,*,*,反対,ハンタイ,ハンタイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
奈良女子大	名詞,固有名詞,一般,*,*,*,奈良女子大,ナラジョシダイ,ナラジョシダイ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
パパ	名詞,一般,*,*,*,*,パパ,パパ,パパ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
道夫	名詞,固有名詞,人名,名,*,*,道夫,ミチオ,ミチオ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
男の子	名詞,一般,*,*,*,*,男の子,オトコノコ,オトコノコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
行け	動詞,自立,*,*,一段,命令k,行ける,イケ,イケ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
、	記号,読点,*,*,*,*,、,、,、,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
すごー	感動詞,*,*,*,*,*,すごー,スゴー,スゴー,s
制約	名詞,サ変接続,*,*,*,*,制約,セイヤク,セイヤク,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
生き	動詞,自立,*,*,一段,連用形,生きる,イキ,イキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いける	動詞,非自立,*,*,一段,基本形,いける,イケル,イケル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
