何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
員	名詞,接尾,一般,*,*,*,員,イン,イン,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
フルタイム	名詞,一般,*,*,*,*,フルタイム,フルタイム,フルタイム,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
現在	名詞,副詞可能,*,*,*,*,現在,ゲンザイ,ゲンザイ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
現在	名詞,副詞可能,*,*,*,*,現在,ゲンザイ,ゲンザイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いたっ	動詞,自立,*,*,五段・ラ行,連用タ接続,いたる,イタッ,イタッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どれ	名詞,代名詞,一般,*,*,*,どれ,ドレ,ドレ,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,s
、	記号,読点,*,*,*,*,、,、,、,s
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,s
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
年間	名詞,接尾,助数詞,*,*,*,年間,ネンカン,ネンカン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
須磨	名詞,固有名詞,地域,一般,*,*,須磨,スマ,スマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
年間	名詞,接尾,助数詞,*,*,*,年間,ネンカン,ネンカン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たくさん	副詞,一般,*,*,*,*,たくさん,タクサン,タクサン,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
引っ越し	動詞,自立,*,*,五段・サ行,連用形,引っ越す,ヒッコシ,ヒッコシ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,i
、	記号,読点,*,*,*,*,、,、,、,i
住む	動詞,自立,*,*,五段・マ行,基本形,住む,スム,スム,i
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,i
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
、	記号,読点,*,*,*,*,、,、,、,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
年間	名詞,接尾,助数詞,*,*,*,年間,ネンカン,ネンカン,s
家族	名詞,一般,*,*,*,*,家族,カゾク,カゾク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,s
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すごく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,すごい,スゴク,スゴク,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
湖	名詞,一般,*,*,*,*,湖,ミズウミ,ミズウミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
山	名詞,一般,*,*,*,*,山,ヤマ,ヤマ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,s
大好き	名詞,形容動詞語幹,*,*,*,*,大好き,ダイスキ,ダイスキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
育て	動詞,自立,*,*,一段,連用形,育てる,ソダテ,ソダテ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
近く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,近い,チカク,チカク,s
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,s
市	名詞,接尾,地域,*,*,*,市,シ,シ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
西	名詞,一般,*,*,*,*,西,ニシ,ニシ,s
区	名詞,接尾,助数詞,*,*,*,区,ク,ク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
エリア	名詞,一般,*,*,*,*,エリア,エリア,エリア,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
自然	名詞,形容動詞語幹,*,*,*,*,自然,シゼン,シゼン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
、	記号,読点,*,*,*,*,、,、,、,s
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
、	記号,読点,*,*,*,*,、,、,、,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
連れ	動詞,自立,*,*,一段,連用形,連れる,ツレ,ツレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
公園	名詞,一般,*,*,*,*,公園,コウエン,コーエン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
たくさん	副詞,一般,*,*,*,*,たくさん,タクサン,タクサン,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
気に入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,気に入る,キニイッ,キニイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,i
あげ	動詞,自立,*,*,一段,連用形,あげる,アゲ,アゲ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ください	動詞,非自立,*,*,五段・ラ行特殊,連用形,くださる,クダサイ,クダサイ,i
EOS
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
自然	名詞,形容動詞語幹,*,*,*,*,自然,シゼン,シゼン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
西	名詞,一般,*,*,*,*,西,ニシ,ニシ,s
区	名詞,接尾,助数詞,*,*,*,区,ク,ク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
シアトル	名詞,固有名詞,地域,一般,*,*,シアトル,シアトル,シアトル,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
木	名詞,一般,*,*,*,*,木,モク,モク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
湖	名詞,一般,*,*,*,*,湖,ミズウミ,ミズウミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
大きな	連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ,s
富士山	名詞,固有名詞,一般,*,*,*,富士山,フジサン,フジサン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
おっきい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おっきい,オッキイ,オッキイ,s
山	名詞,一般,*,*,*,*,山,ヤマ,ヤマ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
至近	名詞,一般,*,*,*,*,至近,シキン,シキン,s
距離	名詞,一般,*,*,*,*,距離,キョリ,キョリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
見え	動詞,自立,*,*,一段,連用形,見える,ミエ,ミエ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
フェリーボート	名詞,一般,*,*,*,*,フェリーボート,フェリーボート,フェリーボート,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
