始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
、	記号,読点,*,*,*,*,、,、,、,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
男	名詞,一般,*,*,*,*,男,オトコ,オトコ,i
っぽい	形容詞,接尾,*,*,形容詞・アウオ段,基本形,っぽい,ッポイ,ッポイ,i
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
で	動詞,自立,*,*,一段,連用形,でる,デ,デ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
制服	名詞,一般,*,*,*,*,制服,セイフク,セイフク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ズボン	名詞,一般,*,*,*,*,ズボン,ズボン,ズボン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
ズボン	名詞,一般,*,*,*,*,ズボン,ズボン,ズボン,s
履い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,履く,ハイ,ハイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
体育	名詞,一般,*,*,*,*,体育,タイイク,タイイク,s
科	名詞,接尾,一般,*,*,*,科,カ,カ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
体育	名詞,一般,*,*,*,*,体育,タイイク,タイイク,s
科	名詞,接尾,一般,*,*,*,科,カ,カ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
男の子	名詞,一般,*,*,*,*,男の子,オトコノコ,オトコノコ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
ショートカット	名詞,一般,*,*,*,*,ショートカット,ショートカット,ショートカット,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ズボン	名詞,一般,*,*,*,*,ズボン,ズボン,ズボン,s
履い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,履く,ハイ,ハイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
平塚	名詞,固有名詞,人名,姓,*,*,平塚,ヒラツカ,ヒラツカ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
憧れ	動詞,自立,*,*,一段,連用形,憧れる,アコガレ,アコガレ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,i
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
後輩	名詞,一般,*,*,*,*,後輩,コウハイ,コーハイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
付き合っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,付き合う,ツキアッ,ツキアッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
女子	名詞,一般,*,*,*,*,女子,ジョシ,ジョシ,i
同士	名詞,一般,*,*,*,*,同士,ドウシ,ドーシ,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
組	名詞,接尾,助数詞,*,*,*,組,クミ,クミ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えぐい	形容詞,自立,*,*,形容詞・アウオ段,基本形,えぐい,エグイ,エグイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
スポーツ	名詞,一般,*,*,*,*,スポーツ,スポーツ,スポーツ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
どん	名詞,代名詞,一般・撥音便,*,*,*,どれ,ドン,ドン,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
多	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,多い,オオ,オー,i
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
スポーツ	名詞,一般,*,*,*,*,スポーツ,スポーツ,スポーツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス,s
三	名詞,数,*,*,*,*,三,サン,サン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちゃんと	副詞,一般,*,*,*,*,ちゃんと,チャント,チャント,s
体育	名詞,一般,*,*,*,*,体育,タイイク,タイイク,s
科	名詞,一般,*,*,*,*,科,カ,カ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全校	名詞,一般,*,*,*,*,全校,ゼンコウ,ゼンコー,i
生徒	名詞,一般,*,*,*,*,生徒,セイト,セイト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どの	連体詞,*,*,*,*,*,どの,ドノ,ドノ,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
全校	名詞,一般,*,*,*,*,全校,ゼンコウ,ゼンコー,s
生徒	名詞,一般,*,*,*,*,生徒,セイト,セイト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
、	記号,読点,*,*,*,*,、,、,、,s
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
九	名詞,数,*,*,*,*,九,キュウ,キュー,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,s
三	名詞,数,*,*,*,*,三,サン,サン,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
女子	名詞,一般,*,*,*,*,女子,ジョシ,ジョシ,i
同士	名詞,一般,*,*,*,*,同士,ドウシ,ドーシ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
トラブル	名詞,一般,*,*,*,*,トラブル,トラブル,トラブル,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
女子高	名詞,一般,*,*,*,*,女子高,ジョシコウ,ジョシコー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
いじめ	名詞,一般,*,*,*,*,いじめ,イジメ,イジメ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
不安	名詞,形容動詞語幹,*,*,*,*,不安,フアン,フアン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
ネチネチ	副詞,一般,*,*,*,*,ネチネチ,ネチネチ,ネチネチ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
いじめ	動詞,自立,*,*,一段,連用形,いじめる,イジメ,イジメ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いじめ	名詞,一般,*,*,*,*,いじめ,イジメ,イジメ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,i
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちっちゃい	形容詞,自立,*,*,形容詞・イ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
イザコザ	名詞,一般,*,*,*,*,イザコザ,イザコザ,イザコザ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
クラス	名詞,一般,*,*,*,*,クラス,クラス,クラス,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
いじめ	名詞,一般,*,*,*,*,いじめ,イジメ,イジメ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
不	接頭詞,名詞接続,*,*,*,*,不,フ,フ,s
登校	名詞,サ変接続,*,*,*,*,登校,トウコウ,トーコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
平和	名詞,形容動詞語幹,*,*,*,*,平和,ヘイワ,ヘイワ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
共学	名詞,一般,*,*,*,*,共学,キョウガク,キョーガク,i
、	記号,読点,*,*,*,*,、,、,、,i
もし	副詞,一般,*,*,*,*,もし,モシ,モシ,i
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
共学	名詞,一般,*,*,*,*,共学,キョウガク,キョーガク,i
