緊張	名詞,サ変接続,*,*,*,*,緊張,キンチョウ,キンチョー,s
羨ましい	形容詞,自立,*,*,形容詞・イ段,基本形,羨ましい,ウラヤマシイ,ウラヤマシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
、	記号,読点,*,*,*,*,、,、,、,i
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,i
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,i
とけ	動詞,非自立,*,*,五段・カ行イ音便,仮定形・縮約形,て＋おく,トケ,トケ,i
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
無駄	名詞,形容動詞語幹,*,*,*,*,無駄,ムダ,ムダ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
2	名詞,数,*,*,*,*,*,*,*,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ,i
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
学ぶ	動詞,自立,*,*,五段・バ行,基本形,学ぶ,マナブ,マナブ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
我慢	名詞,サ変接続,*,*,*,*,我慢,ガマン,ガマン,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
力	名詞,一般,*,*,*,*,力,チカラ,チカラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
忍耐	名詞,サ変接続,*,*,*,*,忍耐,ニンタイ,ニンタイ,s
力	名詞,接尾,一般,*,*,*,力,リョク,リョク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
付い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,付く,ツイ,ツイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
筋肉	名詞,一般,*,*,*,*,筋肉,キンニク,キンニク,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
付く	動詞,自立,*,*,五段・カ行イ音便,基本形,付く,ツク,ツク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
付く	動詞,自立,*,*,五段・カ行イ音便,基本形,付く,ツク,ツク,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
なくなる	動詞,自立,*,*,五段・ラ行,基本形,なくなる,ナクナル,ナクナル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
なくなる	動詞,自立,*,*,五段・ラ行,基本形,なくなる,ナクナル,ナクナル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
会える	動詞,自立,*,*,一段,基本形,会える,アエル,アエル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
その	フィラー,*,*,*,*,*,その,ソノ,ソノ,i
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,i
期間	名詞,一般,*,*,*,*,期間,キカン,キカン,i
、	記号,読点,*,*,*,*,、,、,、,i
家族	名詞,一般,*,*,*,*,家族,カゾク,カゾク,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
会え	動詞,自立,*,*,一段,未然形,会える,アエ,アエ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,s
休暇	名詞,一般,*,*,*,*,休暇,キュウカ,キューカ,s
貰っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,貰う,モラッ,モラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
地元	名詞,一般,*,*,*,*,地元,ジモト,ジモト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
戻っ	動詞,自立,*,*,五段・ラ行,連用タ接続,戻る,モドッ,モドッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
頻繁	名詞,一般,*,*,*,*,頻繁,ヒンパン,ヒンパン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
会え	動詞,自立,*,*,一段,未然形,会える,アエ,アエ,s
ん	助詞,接続助詞・縮約形,*,*,特殊・ナイ,*,ん,ン,ン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
訓練	名詞,サ変接続,*,*,*,*,訓練,クンレン,クンレン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
訓練	名詞,サ変接続,*,*,*,*,訓練,クンレン,クンレン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,i
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,s
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
6	名詞,数,*,*,*,*,*,*,*,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ご飯	名詞,一般,*,*,*,*,ご飯,ゴハン,ゴハン,i
美味しい	形容詞,自立,*,*,形容詞・イ段,基本形,美味しい,オイシイ,オイシイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
美味しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,美味しい,オイシク,オイシク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
美味しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,美味しい,オイシク,オイシク,s
感じる	動詞,自立,*,*,一段,基本形,感じる,カンジル,カンジル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
体	名詞,一般,*,*,*,*,体,カラダ,カラダ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
動く	動詞,自立,*,*,五段・カ行イ音便,基本形,動く,ウゴク,ウゴク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
刑務所	名詞,一般,*,*,*,*,刑務所,ケイムショ,ケイムショ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
嫌	名詞,形容動詞語幹,*,*,*,*,嫌,イヤ,イヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
まずい	形容詞,自立,*,*,形容詞・アウオ段,基本形,まずい,マズイ,マズイ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
まずい	形容詞,自立,*,*,形容詞・アウオ段,基本形,まずい,マズイ,マズイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
全員	名詞,副詞可能,*,*,*,*,全員,ゼンイン,ゼンイン,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,i
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,i
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
全員	名詞,副詞可能,*,*,*,*,全員,ゼンイン,ゼンイン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大変	副詞,一般,*,*,*,*,大変,タイヘン,タイヘン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
どう	助動詞,*,*,*,特殊・タ,基本形,どう,ドウ,ドー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,i
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
梅田	名詞,固有名詞,地域,一般,*,*,梅田,ウメダ,ウメダ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
塚本	名詞,固有名詞,地域,一般,*,*,塚本,ツカモト,ツカモト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あっ	感動詞,*,*,*,*,*,あっ,アッ,アッ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
都会	名詞,一般,*,*,*,*,都会,トカイ,トカイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
塚本	名詞,固有名詞,地域,一般,*,*,塚本,ツカモト,ツカモト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
都会	名詞,一般,*,*,*,*,都会,トカイ,トカイ,s
都会	名詞,一般,*,*,*,*,都会,トカイ,トカイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	接頭詞,名詞接続,*,*,*,*,ひと,ヒト,ヒト,s
駅	名詞,一般,*,*,*,*,駅,エキ,エキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
遊ぶ	動詞,自立,*,*,五段・バ行,基本形,遊ぶ,アソブ,アソブ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,i
、	記号,読点,*,*,*,*,、,、,、,i
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
バイト	名詞,一般,*,*,*,*,バイト,バイト,バイト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
バイト	名詞,一般,*,*,*,*,バイト,バイト,バイト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
講師	名詞,一般,*,*,*,*,講師,コウシ,コーシ,s
