お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
対象	名詞,一般,*,*,*,*,対象,タイショウ,タイショー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
中国人	名詞,一般,*,*,*,*,中国人,チュウゴクジン,チューゴクジン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中国語	名詞,一般,*,*,*,*,中国語,チュウゴクゴ,チューゴクゴ,i
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,i
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
大変	副詞,一般,*,*,*,*,大変,タイヘン,タイヘン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
それでも	接続詞,*,*,*,*,*,それでも,ソレデモ,ソレデモ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
えっとー	フィラー,*,*,*,*,*,えっとー,エットオ,エットー,i
、	記号,読点,*,*,*,*,、,、,、,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
もう少し	副詞,助詞類接続,*,*,*,*,もう少し,モウスコシ,モースコシ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
資料	名詞,一般,*,*,*,*,資料,シリョウ,シリョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
準備	名詞,サ変接続,*,*,*,*,準備,ジュンビ,ジュンビ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
資料	名詞,一般,*,*,*,*,資料,シリョウ,シリョー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
申し込ん	動詞,自立,*,*,五段・マ行,連用タ接続,申し込む,モウシコン,モーシコン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
許可	名詞,サ変接続,*,*,*,*,許可,キョカ,キョカ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
もらう	動詞,自立,*,*,五段・ワ行促音便,基本形,もらう,モラウ,モラウ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
もらっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,i
来る	動詞,自立,*,*,カ変・来ル,基本形,来る,クル,クル,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
、	記号,読点,*,*,*,*,、,、,、,i
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,i
市	名詞,接尾,地域,*,*,*,市,シ,シ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
住ん	動詞,自立,*,*,五段・マ行,連用タ接続,住む,スン,スン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
どっか	副詞,一般,*,*,*,*,どっか,ドッカ,ドッカ,i
買い物	名詞,サ変接続,*,*,*,*,買い物,カイモノ,カイモノ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
買い物	名詞,サ変接続,*,*,*,*,買い物,カイモノ,カイモノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
土日	名詞,一般,*,*,*,*,土日,ドニチ,ドニチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
、	記号,読点,*,*,*,*,、,、,、,s
センター	名詞,一般,*,*,*,*,センター,センター,センター,s
街	名詞,接尾,一般,*,*,*,街,ガイ,ガイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
スーパードルフィー	名詞,固有名詞,一般,*,*,*,スーパードルフィー,スーパードルフィー,スーパードルフィー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
店	名詞,一般,*,*,*,*,店,ミセ,ミセ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
そごう	名詞,固有名詞,組織,*,*,*,そごう,ソゴウ,ソゴー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
そごう	名詞,固有名詞,組織,*,*,*,そごう,ソゴウ,ソゴー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ビブレ	名詞,固有名詞,一般,*,*,*,ビブレ,ビブレ,ビブレ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
、	記号,読点,*,*,*,*,、,、,、,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,i
、	記号,読点,*,*,*,*,、,、,、,i
スーパー	名詞,一般,*,*,*,*,スーパー,スーパー,スーパー,i
ドール	名詞,固有名詞,人名,姓,*,*,ドール,ドール,ドール,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
スーパードルフィー	名詞,固有名詞,一般,*,*,*,スーパードルフィー,スーパードルフィー,スーパードルフィー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
ドルフィー	名詞,固有名詞,一般,*,*,*,ドルフィー,ドルフィー,ドルフィー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
伝統	名詞,一般,*,*,*,*,伝統,デントウ,デントー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
関節	名詞,一般,*,*,*,*,関節,カンセツ,カンセツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
動ける	動詞,自立,*,*,一段,基本形,動ける,ウゴケル,ウゴケル,s
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,i
、	記号,読点,*,*,*,*,、,、,、,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
うんと	フィラー,*,*,*,*,*,うんと,ウント,ウント,i
、	記号,読点,*,*,*,*,、,、,、,i
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,i
自由	名詞,形容動詞語幹,*,*,*,*,自由,ジユウ,ジユー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
曲げれる	動詞,自立,*,*,一段・可能,基本形,曲げれる,マゲレル,マゲレル,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ハンド	名詞,一般,*,*,*,*,ハンド,ハンド,ハンド,s
パーツ	名詞,一般,*,*,*,*,パーツ,パーツ,パーツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
替える	動詞,自立,*,*,一段,基本形,替える,カエル,カエル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
髪型	名詞,一般,*,*,*,*,髪型,カミガタ,カミガタ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
メイク	名詞,サ変接続,*,*,*,*,メイク,メイク,メイク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
動ける	動詞,自立,*,*,一段,基本形,動ける,ウゴケル,ウゴケル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
リカ	名詞,固有名詞,人名,名,*,*,リカ,リカ,リカ,i
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,i
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
、	記号,読点,*,*,*,*,、,、,、,i
分かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,分かる,ワカッ,ワカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えっ	感動詞,*,*,*,*,*,えっ,エッ,エッ,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
けっこう	副詞,一般,*,*,*,*,けっこう,ケッコウ,ケッコー,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
人形	名詞,一般,*,*,*,*,人形,ニンギョウ,ニンギョー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,i
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
