木村	名詞,固有名詞,人名,姓,*,*,木村,キムラ,キムラ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
へっ	感動詞,*,*,*,*,*,へっ,ヘッ,ヘッ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
帰る	動詞,自立,*,*,五段・ラ行,基本形,帰る,カエル,カエル,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
やべえ	感動詞,*,*,*,*,*,やべえ,ヤベエ,ヤベー,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
時計	名詞,一般,*,*,*,*,時計,トケイ,トケイ,s
信用	名詞,サ変接続,*,*,*,*,信用,シンヨウ,シンヨー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	名詞,非自立,一般,*,*,*,ねん,ネン,ネン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ユー,s
事件	名詞,一般,*,*,*,*,事件,ジケン,ジケン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
必ず	副詞,助詞類接続,*,*,*,*,必ず,カナラズ,カナラズ,s
、	記号,読点,*,*,*,*,、,、,、,s
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
お菓子	名詞,一般,*,*,*,*,お菓子,オカシ,オカシ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
部屋	名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
待機	名詞,サ変接続,*,*,*,*,待機,タイキ,タイキ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
毎回	名詞,副詞可能,*,*,*,*,毎回,マイカイ,マイカイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
毎回	名詞,副詞可能,*,*,*,*,毎回,マイカイ,マイカイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
毎回	名詞,副詞可能,*,*,*,*,毎回,マイカイ,マイカイ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
毎回	名詞,副詞可能,*,*,*,*,毎回,マイカイ,マイカイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
太る	動詞,自立,*,*,五段・ラ行,基本形,太る,フトル,フトル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ユー,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
可愛かっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,可愛い,カワイカッ,カワイカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
真由	名詞,固有名詞,人名,名,*,*,真由,マユ,マユ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
服	名詞,一般,*,*,*,*,服,フク,フク,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
センチ	名詞,一般,*,*,*,*,センチ,センチ,センチ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
EOS
ええ	感動詞,*,*,*,*,*,ええ,エエ,エー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
入る	動詞,自立,*,*,五段・ラ行,基本形,入る,ハイル,ハイル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
真由	名詞,固有名詞,人名,名,*,*,真由,マユ,マユ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
入る	動詞,自立,*,*,五段・ラ行,基本形,入る,ハイル,ハイル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
あげる	動詞,自立,*,*,一段,基本形,あげる,アゲル,アゲル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
可愛かっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,可愛い,カワイカッ,カワイカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あーん	副詞,一般,*,*,*,*,あーん,アーン,アーン,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
中学生	名詞,一般,*,*,*,*,中学生,チュウガクセイ,チューガクセイ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
むっちゃ	副詞,一般,*,*,*,*,むっちゃ,ムッチャ,ムッチャ,s
あほ	名詞,形容動詞語幹,*,*,*,*,あほ,アホ,アホ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
あほ	名詞,形容動詞語幹,*,*,*,*,あほ,アホ,アホ,s
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あほ	名詞,形容動詞語幹,*,*,*,*,あほ,アホ,アホ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
EOS
それから	接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
結婚式	名詞,一般,*,*,*,*,結婚式,ケッコンシキ,ケッコンシキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ウエイトレス	名詞,一般,*,*,*,*,ウエイトレス,ウエイトレス,ウエイトレス,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ホテル	名詞,一般,*,*,*,*,ホテル,ホテル,ホテル,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
パナヒルズ	名詞,固有名詞,一般,*,*,*,パナヒルズ,パナヒルズ,パナヒルズ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれー	感動詞,*,*,*,*,*,あれー,アレー,アレー,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
結婚式	名詞,一般,*,*,*,*,結婚式,ケッコンシキ,ケッコンシキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ウエイトレス	名詞,一般,*,*,*,*,ウエイトレス,ウエイトレス,ウエイトレス,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ワンピース	名詞,一般,*,*,*,*,ワンピース,ワンピース,ワンピース,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
服	名詞,一般,*,*,*,*,服,フク,フク,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
服	名詞,一般,*,*,*,*,服,フク,フク,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
黒	名詞,一般,*,*,*,*,黒,クロ,クロ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でー	助詞,終助詞,*,*,*,*,で,デー,デー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
パナヒルズ	名詞,固有名詞,一般,*,*,*,パナヒルズ,パナヒルズ,パナヒルズ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
松下	名詞,固有名詞,組織,*,*,*,松下,マツシタ,マツシタ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
保養	名詞,サ変接続,*,*,*,*,保養,ホヨウ,ホヨー,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ホテル	名詞,一般,*,*,*,*,ホテル,ホテル,ホテル,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
、	記号,読点,*,*,*,*,、,、,、,s
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
和式	名詞,一般,*,*,*,*,和式,ワシキ,ワシキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
座敷	名詞,一般,*,*,*,*,座敷,ザシキ,ザシキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
飲み	動詞,自立,*,*,五段・マ行,連用形,飲む,ノミ,ノミ,s
会	名詞,接尾,一般,*,*,*,会,カイ,カイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
宴会	名詞,一般,*,*,*,*,宴会,エンカイ,エンカイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
和式	名詞,一般,*,*,*,*,和式,ワシキ,ワシキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
和室	名詞,一般,*,*,*,*,和室,ワシツ,ワシツ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
和室	名詞,一般,*,*,*,*,和室,ワシツ,ワシツ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
黒い	形容詞,自立,*,*,形容詞・アウオ段,基本形,黒い,クロイ,クロイ,s
ワンピース	名詞,一般,*,*,*,*,ワンピース,ワンピース,ワンピース,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
手伝い	名詞,一般,*,*,*,*,手伝い,テツダイ,テツダイ,s
