普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
楽勝	名詞,サ変接続,*,*,*,*,楽勝,ラクショウ,ラクショー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
、	記号,読点,*,*,*,*,、,、,、,s
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
経っ	動詞,自立,*,*,五段・タ行,連用タ接続,経つ,タッ,タッ,s
てっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,てく,テッ,テッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
任さ	動詞,自立,*,*,五段・サ行,未然形,任す,マカサ,マカサ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
てっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,てく,テッ,テッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
大変	副詞,一般,*,*,*,*,大変,タイヘン,タイヘン,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いか	動詞,非自立,*,*,五段・カ行促音便,未然形,いく,イカ,イカ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
考え	動詞,自立,*,*,一段,未然形,考える,カンガエ,カンガエ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
調べ	動詞,自立,*,*,一段,連用形,調べる,シラベ,シラベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
プライド	名詞,一般,*,*,*,*,プライド,プライド,プライド,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
聞きづらく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,聞きづらい,キキヅラク,キキズラク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんでも	副詞,一般,*,*,*,*,なんでも,ナンデモ,ナンデモ,s
かんでも	副詞,一般,*,*,*,*,かんでも,カンデモ,カンデモ,s
聞き	動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,s
よっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,よる,ヨッ,ヨッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
こいつ	名詞,一般,*,*,*,*,こいつ,コイツ,コイツ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
かい	助詞,終助詞,*,*,*,*,かい,カイ,カイ,s
、	記号,読点,*,*,*,*,、,、,、,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
嫌	名詞,形容動詞語幹,*,*,*,*,嫌,イヤ,イヤ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんだら	接続詞,*,*,*,*,*,ほんだら,ホンダラ,ホンダラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
調べ	動詞,自立,*,*,一段,連用形,調べる,シラベ,シラベ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
、	記号,読点,*,*,*,*,、,、,、,s
調べれ	動詞,自立,*,*,一段・可能,未然形,調べれる,シラベレ,シラベレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
、	記号,読点,*,*,*,*,、,、,、,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
盗ん	動詞,自立,*,*,五段・マ行,連用タ接続,盗む,ヌスン,ヌスン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
そん	連体詞,*,*,*,*,*,その,ソン,ソン,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
、	記号,読点,*,*,*,*,、,、,、,i
学生	名詞,一般,*,*,*,*,学生,ガクセイ,ガクセイ,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
そりゃ	接続詞,*,*,*,*,*,そりゃ,ソリャ,ソリャ,s
、	記号,読点,*,*,*,*,、,、,、,s
学生	名詞,一般,*,*,*,*,学生,ガクセイ,ガクセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
頃	名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
遊ぶ	動詞,自立,*,*,五段・バ行,基本形,遊ぶ,アソブ,アソブ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
こんなん	名詞,一般,副詞可能,*,*,*,こんなん,コンナン,コンナン,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
もともと	副詞,助詞類接続,*,*,*,*,もともと,モトモト,モトモト,s
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
わかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,わかる,ワカッ,ワカッ,s
とう	助動詞,*,*,*,特殊・タ,基本形,とう,トウ,トー,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いける	動詞,非自立,*,*,一段,基本形,いける,イケル,イケル,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
鉄	名詞,一般,*,*,*,*,鉄,テツ,テツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
また	接続詞,*,*,*,*,*,また,マタ,マタ,s
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,s
教科書	名詞,一般,*,*,*,*,教科書,キョウカショ,キョーカショ,s
調べ	動詞,自立,*,*,一段,連用形,調べる,シラベ,シラベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
物理	名詞,一般,*,*,*,*,物理,ブツリ,ブツリ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
使う	動詞,自立,*,*,五段・ワ行促音便,基本形,使う,ツカウ,ツカウ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なし	助動詞,*,*,*,特殊・ナイ,文語基本形,ない,ナシ,ナシ,s
、	記号,読点,*,*,*,*,、,、,、,s
数学	名詞,一般,*,*,*,*,数学,スウガク,スーガク,s
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,s
、	記号,読点,*,*,*,*,、,、,、,s
んな	フィラー,*,*,*,*,*,んな,ンナ,ンナ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
二次	名詞,一般,*,*,*,*,二次,ニジ,ニジ,s
関数	名詞,一般,*,*,*,*,関数,カンスウ,カンスー,s
やら	助詞,並立助詞,*,*,*,*,やら,ヤラ,ヤラ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
使う	動詞,自立,*,*,五段・ワ行促音便,基本形,使う,ツカウ,ツカウ,s
や	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤ,ヤ,s
なし	助動詞,*,*,*,特殊・ナイ,文語基本形,ない,ナシ,ナシ,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,s
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
、	記号,読点,*,*,*,*,、,、,、,s
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
かい	助詞,終助詞,*,*,*,*,かい,カイ,カイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
