ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
デザイナー	名詞,一般,*,*,*,*,デザイナー,デザイナー,デザイナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
かな	名詞,固有名詞,人名,名,*,*,かな,カナ,カナ,i
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
おしゃれ	名詞,形容動詞語幹,*,*,*,*,おしゃれ,オシャレ,オシャレ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
絵	名詞,一般,*,*,*,*,絵,エ,エ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
うまかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,うまい,ウマカッ,ウマカッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
センス	名詞,一般,*,*,*,*,センス,センス,センス,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
なら	助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ,s
、	記号,読点,*,*,*,*,、,、,、,s
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
ファッションデザイナー	名詞,一般,*,*,*,*,ファッションデザイナー,ファッションデザイナー,ファッションデザイナー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
よほど	副詞,一般,*,*,*,*,よほど,ヨホド,ヨホド,s
ずばぬけ	動詞,自立,*,*,一段,連用形,ずばぬける,ズバヌケ,ズバヌケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
センス	名詞,一般,*,*,*,*,センス,センス,センス,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
限り	名詞,非自立,副詞可能,*,*,*,限り,カギリ,カギリ,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もし	副詞,一般,*,*,*,*,もし,モシ,モシ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
みな	名詞,固有名詞,人名,名,*,*,みな,ミナ,ミナ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
なに	名詞,代名詞,一般,*,*,*,なに,ナニ,ナニ,s
、	記号,読点,*,*,*,*,、,、,、,s
陶器	名詞,一般,*,*,*,*,陶器,トウキ,トーキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
デザイン	名詞,サ変接続,*,*,*,*,デザイン,デザイン,デザイン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
、	記号,読点,*,*,*,*,、,、,、,s
おら	動詞,自立,*,*,五段・ラ行,未然形,おる,オラ,オラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
探せ	動詞,自立,*,*,一段,連用形,探せる,サガセ,サガセ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
後	名詞,副詞可能,*,*,*,*,後,アト,アト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
聞き	動詞,自立,*,*,五段・カ行イ音便,連用形,聞く,キキ,キキ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,s
ませ	助動詞,*,*,*,特殊・マス,未然形,ます,マセ,マセ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ひねくれ	動詞,自立,*,*,一段,連用形,ひねくれる,ヒネクレ,ヒネクレ,i
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ひねくれ	動詞,自立,*,*,一段,連用形,ひねくれる,ヒネクレ,ヒネクレ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
さー	助詞,終助詞,*,*,*,*,さ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
ファッション	名詞,一般,*,*,*,*,ファッション,ファッション,ファッション,s
デザイン	名詞,サ変接続,*,*,*,*,デザイン,デザイン,デザイン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
出せる	動詞,自立,*,*,一段,基本形,出せる,ダセル,ダセル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ファッション	名詞,一般,*,*,*,*,ファッション,ファッション,ファッション,i
デザイン	名詞,サ変接続,*,*,*,*,デザイン,デザイン,デザイン,i
科	名詞,接尾,一般,*,*,*,科,カ,カ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
専門	名詞,一般,*,*,*,*,専門,センモン,センモン,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
行け	動詞,自立,*,*,五段・カ行促音便,仮定形,行く,イケ,イケ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
高卒	名詞,一般,*,*,*,*,高卒,コウソツ,コーソツ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
まぁ	感動詞,*,*,*,*,*,まぁ,マァ,マー,s
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
芸術	名詞,一般,*,*,*,*,芸術,ゲイジュツ,ゲイジュツ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
パンフレット	名詞,一般,*,*,*,*,パンフレット,パンフレット,パンフレット,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
目差し	動詞,自立,*,*,五段・サ行,連用形,目差す,メザシ,メザシ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
芸術	名詞,一般,*,*,*,*,芸術,ゲイジュツ,ゲイジュツ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ほんとに	副詞,一般,*,*,*,*,ほんとに,ホントニ,ホントニ,i
、	記号,読点,*,*,*,*,、,、,、,i
ファッション	名詞,一般,*,*,*,*,ファッション,ファッション,ファッション,i
なんちゃら	副詞,一般,*,*,*,*,なんちゃら,ナンチャラ,ナンチャラ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
服飾	名詞,一般,*,*,*,*,服飾,フクショク,フクショク,i
系	名詞,接尾,一般,*,*,*,系,ケイ,ケイ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
芸術	名詞,一般,*,*,*,*,芸術,ゲイジュツ,ゲイジュツ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ,s
デッサン	名詞,一般,*,*,*,*,デッサン,デッサン,デッサン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
絵	名詞,一般,*,*,*,*,絵,エ,エ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ずば抜け	動詞,自立,*,*,一段,連用形,ずば抜ける,ズバヌケ,ズバヌケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
うまく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,うまい,ウマク,ウマク,s
なけりゃ	助動詞,*,*,*,特殊・ナイ,仮定縮約１,ない,ナケリャ,ナケリャ,s
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,i
美術	名詞,一般,*,*,*,*,美術,ビジュツ,ビジュツ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
浪人	名詞,サ変接続,*,*,*,*,浪人,ロウニン,ローニン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,i
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,i
行け	動詞,自立,*,*,五段・カ行促音便,未然形・母音調和,行く,イカ,イカ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
