名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
人間	名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
それぞれ	名詞,副詞可能,*,*,*,*,それぞれ,ソレゾレ,ソレゾレ,s
、	記号,読点,*,*,*,*,、,、,、,s
好き嫌い	名詞,一般,*,*,*,*,好き嫌い,スキキライ,スキキライ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
さっき	名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
三	名詞,数,*,*,*,*,三,サン,サン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
半	接頭詞,名詞接続,*,*,*,*,半,ハン,ハン,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
店	名詞,一般,*,*,*,*,店,ミセ,ミセ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
古い	形容詞,自立,*,*,形容詞・アウオ段,基本形,古い,フルイ,フルイ,s
、	記号,読点,*,*,*,*,、,、,、,s
古い	形容詞,自立,*,*,形容詞・アウオ段,基本形,古い,フルイ,フルイ,s
、	記号,読点,*,*,*,*,、,、,、,s
古く	副詞,助詞類接続,*,*,*,*,古く,フルク,フルク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
勤め	動詞,自立,*,*,一段,連用形,勤める,ツトメ,ツトメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
使い	動詞,自立,*,*,五段・ワ行促音便,連用形,使う,ツカイ,ツカイ,s
にくい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,にくい,ニクイ,ニクイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
EOS
分かり	動詞,自立,*,*,五段・ラ行,連用形,分かる,ワカリ,ワカリ,s
やすく	形容詞,非自立,*,*,形容詞・アウオ段,連用テ接続,やすい,ヤスク,ヤスク,s
凄い	副詞,一般,*,*,*,*,凄い,スゴイ,スゴイ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
面	名詞,一般,*,*,*,*,面,メン,メン,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
きつい	形容詞,自立,*,*,形容詞・アウオ段,基本形,きつい,キツイ,キツイ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
比べ	動詞,自立,*,*,一段,連用形,比べる,クラベ,クラベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
あからさま	名詞,形容動詞語幹,*,*,*,*,あからさま,アカラサマ,アカラサマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
させ	動詞,自立,*,*,一段,連用形,させる,サセ,サセ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
関し	動詞,自立,*,*,五段・サ行,連用形,関す,カンシ,カンシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
やっぱし	副詞,一般,*,*,*,*,やっぱし,ヤッパシ,ヤッパシ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
不満	名詞,形容動詞語幹,*,*,*,*,不満,フマン,フマン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
面	名詞,一般,*,*,*,*,面,メン,メン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
接客	名詞,サ変接続,*,*,*,*,接客,セッキャク,セッキャク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
精神	名詞,一般,*,*,*,*,精神,セイシン,セイシン,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
店長	名詞,一般,*,*,*,*,店長,テンチョウ,テンチョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
軽い	形容詞,自立,*,*,形容詞・アウオ段,基本形,軽い,カルイ,カルイ,s
イジメ	名詞,一般,*,*,*,*,イジメ,イジメ,イジメ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
パワハラ	名詞,一般,*,*,*,*,パワハラ,パワハラ,パワハラ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
余計	副詞,一般,*,*,*,*,余計,ヨケイ,ヨケイ,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
販売	名詞,サ変接続,*,*,*,*,販売,ハンバイ,ハンバイ,s
業	名詞,接尾,一般,*,*,*,業,ギョウ,ギョー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
荷物	名詞,一般,*,*,*,*,荷物,ニモツ,ニモツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
出し	動詞,自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
補充	名詞,サ変接続,*,*,*,*,補充,ホジュウ,ホジュー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,未然形,する,シ,シ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いけ	動詞,非自立,*,*,五段・カ行促音便,未然形・母音調和,いく,イケ,イケ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
が	助詞,接続助詞,*,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
やっぱし	副詞,一般,*,*,*,*,やっぱし,ヤッパシ,ヤッパシ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
荷物	名詞,一般,*,*,*,*,荷物,ニモツ,ニモツ,s
出す	動詞,自立,*,*,五段・サ行,基本形,出す,ダス,ダス,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
力仕事	名詞,一般,*,*,*,*,力仕事,チカラシゴト,チカラシゴト,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
店	名詞,一般,*,*,*,*,店,ミセ,ミセ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ベビー服	名詞,一般,*,*,*,*,ベビー服,ベビーフク,ベビーフク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ベビー	名詞,一般,*,*,*,*,ベビー,ベビー,ベビー,s
関連	名詞,サ変接続,*,*,*,*,関連,カンレン,カンレン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
物	名詞,一般,*,*,*,*,物,モノ,モノ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
扱っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,扱う,アツカッ,アツカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
カー	名詞,一般,*,*,*,*,カー,カー,カー,s
シート	名詞,接尾,助数詞,*,*,*,シート,シート,シート,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ベビーカー	名詞,一般,*,*,*,*,ベビーカー,ベビーカー,ベビーカー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
オムツ	名詞,一般,*,*,*,*,オムツ,オムツ,オムツ,s
、	記号,読点,*,*,*,*,、,、,、,s
箱	名詞,一般,*,*,*,*,箱,ハコ,ハコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
分	名詞,副詞可能,*,*,*,*,分,ブン,ブン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
重たい	形容詞,自立,*,*,形容詞・アウオ段,基本形,重たい,オモタイ,オモタイ,s
荷物	名詞,一般,*,*,*,*,荷物,ニモツ,ニモツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
荷物	名詞,一般,*,*,*,*,荷物,ニモツ,ニモツ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
当然	名詞,形容動詞語幹,*,*,*,*,当然,トウゼン,トーゼン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
荷物	名詞,一般,*,*,*,*,荷物,ニモツ,ニモツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
