それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
ちゃ	助動詞,*,*,*,特殊・タ,仮定形,ちゃ,チャ,チャ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
酒	名詞,一般,*,*,*,*,酒,サケ,サケ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
肴	名詞,一般,*,*,*,*,肴,サカナ,サカナ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういえば	接続詞,*,*,*,*,*,そういえば,ソウイエバ,ソウイエバ,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
具体	名詞,一般,*,*,*,*,具体,グタイ,グタイ,i
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
具体	名詞,一般,*,*,*,*,具体,グタイ,グタイ,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
くそ	接頭詞,形容詞接続,*,*,*,*,くそ,クソ,クソ,s
うざい	形容詞,自立,*,*,形容詞・アウオ段,基本形,うざい,ウザイ,ウザイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク,s
こいつ	名詞,一般,*,*,*,*,こいつ,コイツ,コイツ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
い	動詞,自立,*,*,一段,未然形,いる,イ,イ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
なら	動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
監督	名詞,サ変接続,*,*,*,*,監督,カントク,カントク,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
、	記号,読点,*,*,*,*,、,、,、,i
指導	名詞,サ変接続,*,*,*,*,指導,シドウ,シドー,i
者	名詞,接尾,一般,*,*,*,者,シャ,シャ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
厳しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,厳しい,キビシカッ,キビシカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
っす	助動詞,*,*,*,特殊・デス,基本形,っす,ッス,ッス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
指導	名詞,サ変接続,*,*,*,*,指導,シドウ,シドー,s
者	名詞,接尾,一般,*,*,*,者,シャ,シャ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まあー	感動詞,*,*,*,*,*,まあー,マアー,マー,s
嫌い	名詞,形容動詞語幹,*,*,*,*,嫌い,キライ,キライ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
理不尽	名詞,形容動詞語幹,*,*,*,*,理不尽,リフジン,リフジン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
多かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,多い,オオカッ,オーカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ふざけん	動詞,自立,*,*,一段撥音便,基本形,ふざける,フザケン,フザケン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
あっ	感動詞,*,*,*,*,*,あっ,アッ,アッ,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
、	記号,読点,*,*,*,*,、,、,、,s
あん	連体詞,*,*,*,*,*,あの,アン,アン,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
監督	名詞,サ変接続,*,*,*,*,監督,カントク,カントク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
社会	名詞,一般,*,*,*,*,社会,シャカイ,シャカイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
理不尽	名詞,形容動詞語幹,*,*,*,*,理不尽,リフジン,リフジン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
働き	動詞,自立,*,*,五段・カ行イ音便,連用形,働く,ハタラキ,ハタラキ,s
だし	動詞,非自立,*,*,五段・サ行,連用形,だす,ダシ,ダシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ちょいちょい	副詞,一般,*,*,*,*,ちょいちょい,チョイチョイ,チョイチョイ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
す	助動詞,*,*,*,特殊・デス,基本形,す,ス,ス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
印象	名詞,一般,*,*,*,*,印象,インショウ,インショー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
印象	名詞,一般,*,*,*,*,印象,インショウ,インショー,s
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
しんどかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,しんどい,シンドカッ,シンドカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ゆっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
一年生	名詞,一般,*,*,*,*,一年生,イチネンセイ,イチネンセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
楽しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,楽しい,タノシク,タノシク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
てっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,てく,テッ,テッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
学生	名詞,一般,*,*,*,*,学生,ガクセイ,ガクセイ,s
生活	名詞,サ変接続,*,*,*,*,生活,セイカツ,セイカツ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
肉体	名詞,一般,*,*,*,*,肉体,ニクタイ,ニクタイ,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
しんど	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,しんどい,シンド,シンド,s
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ふう	名詞,非自立,形容動詞語幹,*,*,*,ふう,フウ,フー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
過ごし	動詞,自立,*,*,五段・サ行,連用形,過ごす,スゴシ,スゴシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,s
上がる	動詞,自立,*,*,五段・ラ行,基本形,上がる,アガル,アガル,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
つれ	動詞,自立,*,*,一段,連用形,つれる,ツレ,ツレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
責任	名詞,一般,*,*,*,*,責任,セキニン,セキニン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
大きく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,大きい,オオキク,オーキク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
