それでは	接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
でー	接続詞,*,*,*,*,*,でー,デー,デー,s
、	記号,読点,*,*,*,*,、,、,、,s
文系	名詞,一般,*,*,*,*,文系,ブンケイ,ブンケイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あわ	動詞,自立,*,*,五段・ワ行促音便,未然形,あう,アワ,アワ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
理系	名詞,一般,*,*,*,*,理系,リケイ,リケイ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
、	記号,読点,*,*,*,*,、,、,、,s
理系	名詞,一般,*,*,*,*,理系,リケイ,リケイ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
数学	名詞,一般,*,*,*,*,数学,スウガク,スーガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
農大	名詞,一般,*,*,*,*,農大,ノウダイ,ノーダイ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
行き先	名詞,一般,*,*,*,*,行き先,ユキサキ,ユキサキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
自営	名詞,サ変接続,*,*,*,*,自営,ジエイ,ジエイ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
つもり	名詞,非自立,一般,*,*,*,つもり,ツモリ,ツモリ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
奈良	名詞,固有名詞,地域,一般,*,*,奈良,ナラ,ナラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
農業	名詞,一般,*,*,*,*,農業,ノウギョウ,ノーギョー,s
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
研修生	名詞,一般,*,*,*,*,研修生,ケンシュウセイ,ケンシューセイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
そこで	接続詞,*,*,*,*,*,そこで,ソコデ,ソコデ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
中央	名詞,一般,*,*,*,*,中央,チュウオウ,チューオー,s
市場	名詞,一般,*,*,*,*,市場,シジョウ,シジョー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこで	接続詞,*,*,*,*,*,そこで,ソコデ,ソコデ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
募集	名詞,サ変接続,*,*,*,*,募集,ボシュウ,ボシュー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
学生	名詞,一般,*,*,*,*,学生,ガクセイ,ガクセイ,s
向き	名詞,一般,*,*,*,*,向き,ムキ,ムキ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
おら	動詞,自立,*,*,五段・ラ行,未然形,おる,オラ,オラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
みい	動詞,非自立,*,*,一段,未然形・長音化,みる,ミイ,ミー,s
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,s
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
たまたま	副詞,一般,*,*,*,*,たまたま,タマタマ,タマタマ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
みよ	動詞,自立,*,*,一段,未然ウ接続,みる,ミヨ,ミヨ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
てー	助詞,接続助詞,*,*,*,*,て,テー,テー,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
通っ	動詞,自立,*,*,五段・ラ行,連用タ接続,通る,トオッ,トーッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
最初	名詞,副詞可能,*,*,*,*,最初,サイショ,サイショ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
グループ	名詞,一般,*,*,*,*,グループ,グループ,グループ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
おっきい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おっきい,オッキイ,オッキイ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
グループ	名詞,一般,*,*,*,*,グループ,グループ,グループ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
出張	名詞,サ変接続,*,*,*,*,出張,シュッチョウ,シュッチョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
、	記号,読点,*,*,*,*,、,、,、,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
本社	名詞,一般,*,*,*,*,本社,ホンシャ,ホンシャ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
本社	名詞,一般,*,*,*,*,本社,ホンシャ,ホンシャ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あっこ	名詞,代名詞・縮約形,*,*,*,*,あそこ,アッコ,アッコ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
支社	名詞,一般,*,*,*,*,支社,シシャ,シシャ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
出張	名詞,サ変接続,*,*,*,*,出張,シュッチョウ,シュッチョー,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
そのー	フィラー,*,*,*,*,*,そのー,ソノー,ソノー,s
転勤	名詞,サ変接続,*,*,*,*,転勤,テンキン,テンキン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
手伝わ	動詞,自立,*,*,五段・ワ行促音便,未然形,手伝う,テツダワ,テツダワ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,i
さかのぼっ	動詞,自立,*,*,五段・ラ行,連用タ接続,さかのぼる,サカノボッ,サカノボッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
さー	助詞,終助詞,*,*,*,*,さ,サア,サー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はっきり	副詞,助詞類接続,*,*,*,*,はっきり,ハッキリ,ハッキリ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
真面目	名詞,一般,*,*,*,*,真面目,マジメ,マジメ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でー	助詞,終助詞,*,*,*,*,で,デー,デー,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
ユースホステル	名詞,一般,*,*,*,*,ユースホステル,ユースホステル,ユースホステル,s
研究	名詞,サ変接続,*,*,*,*,研究,ケンキュウ,ケンキュー,s
会	名詞,接尾,一般,*,*,*,会,カイ,カイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
元々	副詞,助詞類接続,*,*,*,*,元々,モトモト,モトモト,s
ユースホステル	名詞,一般,*,*,*,*,ユースホステル,ユースホステル,ユースホステル,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ユースホステル	名詞,一般,*,*,*,*,ユースホステル,ユースホステル,ユースホステル,s
クラブ	名詞,一般,*,*,*,*,クラブ,クラブ,クラブ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
まあ	フィラー,*,*,*,*,*,まあ,マア,マー,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
、	記号,読点,*,*,*,*,、,、,、,s
