まず	副詞,一般,*,*,*,*,まず,マズ,マズ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
画風	名詞,一般,*,*,*,*,画風,ガフウ,ガフー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
グロい	形容詞,自立,*,*,形容詞・アウオ段,基本形,グロい,グロイ,グロイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
グロい	形容詞,自立,*,*,形容詞・アウオ段,基本形,グロい,グロイ,グロイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
豚	名詞,一般,*,*,*,*,豚,ブタ,ブタ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
変わる	動詞,自立,*,*,五段・ラ行,基本形,変わる,カワル,カワル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
豚	名詞,一般,*,*,*,*,豚,ブタ,ブタ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
変わる	動詞,自立,*,*,五段・ラ行,基本形,変わる,カワル,カワル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
劇	名詞,一般,*,*,*,*,劇,劇,劇,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すっごく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,すっごい,スッゴク,スッゴク,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
内容	名詞,一般,*,*,*,*,内容,ナイヨウ,ナイヨー,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
後に	副詞,一般,*,*,*,*,後に,ノチニ,ノチニ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
何	名詞,数,*,*,*,*,何,ナン,ナン,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
繰り返し	動詞,自立,*,*,五段・サ行,連用形,繰り返す,クリカエシ,クリカエシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
観	動詞,自立,*,*,一段,連用形,観る,ミ,ミ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やはり	副詞,一般,*,*,*,*,やはり,ヤハリ,ヤハリ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
観る	動詞,自立,*,*,一段,基本形,観る,ミル,ミル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
字幕	名詞,一般,*,*,*,*,字幕,ジマク,ジマク,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
では	助詞,接続助詞,*,*,*,*,では,デハ,デワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
字幕	名詞,一般,*,*,*,*,字幕,ジマク,ジマク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
見	動詞,自立,*,*,一段,未然形,見る,ミ,ミ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
見	動詞,自立,*,*,一段,未然形,見る,ミ,ミ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
オリジナル	名詞,一般,*,*,*,*,オリジナル,オリジナル,オリジナル,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
観る	動詞,自立,*,*,一段,基本形,観る,ミル,ミル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だいたい	副詞,一般,*,*,*,*,だいたい,ダイタイ,ダイタイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
聞き取れる	動詞,自立,*,*,一段,基本形,聞き取れる,キキトレル,キキトレル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
だいたい	名詞,一般,*,*,*,*,だいたい,ダイタイ,ダイタイ,s
聞き取れ	動詞,自立,*,*,一段,連用形,聞き取れる,キキトレ,キキトレ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
喋れ	動詞,自立,*,*,一段,連用形,喋れる,シャベレ,シャベレ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ペラペラ	副詞,一般,*,*,*,*,ペラペラ,ペラペラ,ペラペラ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
，	記号,読点,*,*,*,*,，,，,，,s
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
世界	名詞,一般,*,*,*,*,世界,セカイ,セカイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
生き	動詞,自立,*,*,一段,連用形,生きる,イキ,イキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
これから	副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
就職	名詞,サ変接続,*,*,*,*,就職,シュウショク,シューショク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
上手く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,上手い,ウマク,ウマク,s
し	動詞,自立,*,*,サ変・スル,未然形,する,シ,シ,s
なけれ	助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
十分	名詞,形容動詞語幹,*,*,*,*,十分,ジュウブン,ジューブン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まだまだ	副詞,助詞類接続,*,*,*,*,まだまだ,マダマダ,マダマダ,s
頑張り	動詞,自立,*,*,五段・ラ行,連用形,頑張る,ガンバリ,ガンバリ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
向上心	名詞,一般,*,*,*,*,向上心,コウジョウシン,コージョーシン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
向上心	名詞,一般,*,*,*,*,向上心,コウジョウシン,コージョーシン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
聞こ	動詞,自立,*,*,五段・カ行イ音便,未然ウ接続,聞く,キコ,キコ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
準備	名詞,サ変接続,*,*,*,*,準備,ジュンビ,ジュンビ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
文化	名詞,一般,*,*,*,*,文化,ブンカ,ブンカ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
文化	名詞,一般,*,*,*,*,文化,ブンカ,ブンカ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
文化	名詞,一般,*,*,*,*,文化,ブンカ,ブンカ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,i
、	記号,読点,*,*,*,*,、,、,、,i
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,i
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
、	記号,読点,*,*,*,*,、,、,、,s
お祭り	名詞,サ変接続,*,*,*,*,お祭り,オマツリ,オマツリ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
文化	名詞,一般,*,*,*,*,文化,ブンカ,ブンカ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
外国人	名詞,一般,*,*,*,*,外国人,ガイコクジン,ガイコクジン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
見せる	動詞,自立,*,*,一段,基本形,見せる,ミセル,ミセル,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
神社	名詞,一般,*,*,*,*,神社,ジンジャ,ジンジャ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
歴史	名詞,一般,*,*,*,*,歴史,レキシ,レキシ,s
公園	名詞,一般,*,*,*,*,公園,コウエン,コーエン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
文化	名詞,一般,*,*,*,*,文化,ブンカ,ブンカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
溢れ	動詞,自立,*,*,一段,連用形,溢れる,アフレ,アフレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
