あつこわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あつかう,アツコワ,アツコワ
滑べわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,滑べる,スベワ,スベワ
感極まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,感極まる,カンキワモワ,カンキワモワ
いみきらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いみきらう,イミキロワ,イミキロワ
怒り狂わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,怒り狂う,イカリクルワ,イカリクルワ
先細わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,先細る,サキホソワ,サキホソワ
跨わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,跨る,マタゴワ,マタゴワ
ほかなわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ほかなる,ホカノワ,ホカノワ
言い繕わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,言い繕う,イイツクロワ,イーツクロワ
いじわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いじる,イジワ,イジワ
出ぱわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,出ぱる,デウパワ,デウパワ
ちまよわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ちまよう,チマヨワ,チマヨワ
たちいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たちいる,タチイワ,タチイワ
つきしたがわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つきしたがう,ツキシタゴワ,ツキシタゴワ
驚き入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,驚き入る,オドロキイワ,オドロキイワ
ネグわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ネグる,ネグワ,ネグワ
みしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みしる,ミシワ,ミシワ
囀わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,囀る,サエズワ,サエズワ
さきだわ	動詞,自立,*,*,五段・タ行,未然形,さきだつ,サキドワ,サキドワ
あいともなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あいともなう,アイトモノワ,アイトモノワ
ちばしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ちばしる,チバシワ,チバシワ
なれ合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,なれ合う,ナレオワ,ナレオワ
かちあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かちあう,カチオワ,カチオワ
ゆずわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ゆずる,ユズワ,ユズワ
ひぞわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひぞる,ヒゾワ,ヒゾワ
ひろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ひろう,ヒロワ,ヒロワ
きりはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,きりはらう,キリハロワ,キリハロワ
混ぜ合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,混ぜ合う,マゼオワ,マゼオワ
由わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,由る,ヨワ,ヨワ
せめのぼわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,せめのぼる,セメノボワ,セメノボワ
気どわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,気どる,キドワ,キドワ
置換わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,置換わる,オキカヲワ,オキカヲワ
歌わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,歌う,ウトワ,ウトワ
見損なわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,見損なう,ミソコノワ,ミソコノワ
すんたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すんたる,スントワ,スントワ
計わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,計る,ハコワ,ハコワ
とりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,とりあう,トリオワ,トリオワ
貸切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,貸切る,カシキワ,カシキワ
立ふさがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ふさがる,タチフサゴワ,タチフサゴワ
ころがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ころがる,コロゴワ,コロゴワ
付き従わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,付き従う,ツキシタゴワ,ツキシタゴワ
伝わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,伝わる,ツタヲワ,ツタヲワ
つま先立わ	動詞,自立,*,*,五段・タ行,未然形,つま先立つ,ツマサキドワ,ツマサキドワ
うけあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,うけあう,ウケオワ,ウケオワ
勝取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,勝取る,カチトワ,カチトワ
踏んばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,踏んばる,フンボワ,フンボワ
たがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たがる,タゴワ,タゴワ
つちかわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つちかう,ツチコワ,ツチコワ
みやわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みやる,ミヤワ,ミヤワ
むきなおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,むきなおる,ムキナオワ,ムキナオワ
やききわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,やききる,ヤキキワ,ヤキキワ
あばれまわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あばれまわる,アバレマヲワ,アバレマヲワ
取りあつかわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,取りあつかう,トリアツコワ,トリアツコワ
掻っ切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,掻っ切る,コウキワ,コウキワ
もえひろがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,もえひろがる,モエヒロゴワ,モエヒロゴワ
拘わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,拘わる,カカヲワ,カカヲワ
遣わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,遣う,ツコワ,ツコワ
たまわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たまわる,タマヲワ,タマヲワ
ひっ篭わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひっ篭る,ヒウコモワ,ヒウコモワ
かかわりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かかわりあう,カカワリオワ,カカワリオワ
呷わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,呷る,アオワ,アオワ
取もわ	動詞,自立,*,*,五段・タ行,未然形,取もつ,トリモワ,トリモワ
けむわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,けむる,ケムワ,ケムワ
畏れ入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,畏れ入る,オソレイワ,オソレイワ
坐わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,坐る,スヲワ,スヲワ
てつだわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,てつだう,テツドワ,テツドワ
たえいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たえいる,タエイワ,タエイワ
からみあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,からみあう,カラミオワ,カラミオワ
おわ	動詞,非自立,*,*,五段・ラ行ウ音便,未然形,おる,オワ,オワ
掛合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,掛合う,カケオワ,カケオワ
すすわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すする,ススワ,ススワ
咲きそろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,咲きそろう,サキソロワ,サキソロワ
押し迫わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,押し迫る,オシセモワ,オシセモワ
けぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,けぶる,ケブワ,ケブワ
追いすがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,追いすがる,オイスゴワ,オイスゴワ
立ち塞がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ち塞がる,タチフサゴワ,タチフサゴワ
ひくまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひくまる,ヒクモワ,ヒクモワ
すみかわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すみかわる,スミカヲワ,スミカヲワ
理わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,理る,コトヲワ,コトヲワ
破わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,破る,ヤブワ,ヤブワ
かざわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かざる,カジヨワ,カジヨワ
仕あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,仕あがる,シアゴワ,シアゴワ
付まとわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,付まとう,ツキマトワ,ツキマトワ
こみいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こみいる,コミイワ,コミイワ
哮り立わ	動詞,自立,*,*,五段・タ行,未然形,哮り立つ,タケリトワ,タケリトワ
くいさがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くいさがる,クイサゴワ,クイサゴワ
生れ変わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,生れ変る,ウマレカヲワ,ウマレカヲワ
絶わ	動詞,自立,*,*,五段・タ行,未然形,絶つ,トワ,トワ
透きとおわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,透きとおる,スキトオワ,スキトーワ
とがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,とがる,トゴワ,トゴワ
こぐらかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こぐらかる,コグラコワ,コグラコワ
そわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,そう,ソワ,ソワ
突っ切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,突っ切る,ツウキワ,ツウキワ
読み破わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,読み破る,ヨミヤブワ,ヨミヤブワ
ねじ切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ねじ切る,ネジキワ,ネジキワ
迸わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,迸る,ホトバシワ,ホトバシワ
かちほこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かちほこる,カチホコワ,カチホコワ
あさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あさる,アシヨワ,アシヨワ
言放わ	動詞,自立,*,*,五段・タ行,未然形,言放つ,イイハノワ,イーハノワ
そめあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,そめあがる,ソメアゴワ,ソメアゴワ
見繕わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,見繕う,ミツクロワ,ミツクロワ
陥わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,陥る,オチイワ,オチイワ
沸きあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,沸きあがる,ワキアゴワ,ワキアゴワ
替わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,替る,カヲワ,カヲワ
窪まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,窪まる,クボモワ,クボモワ
せせわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,せせる,セセワ,セセワ
理解し合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,理解し合う,リカイシオワ,リカイシオワ
のびあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,のびあがる,ノビアゴワ,ノビアゴワ
あらだわ	動詞,自立,*,*,五段・タ行,未然形,あらだつ,アラドワ,アラドワ
這いずわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,這いずる,ハイズワ,ハイズワ
候わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,候う,ソウロワ,ソーロワ
葬わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,葬る,ホウムワ,ホームワ
譏わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,譏る,ソシワ,ソシワ
立ち止わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ち止る,タチドモワ,タチドモワ
押黙わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,押黙る,オシダモワ,オシダモワ
貸し切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,貸し切る,カシキワ,カシキワ
跳上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,跳上がる,ハネアゴワ,ハネアゴワ
まどわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,まどう,マドワ,マドワ
掻き毟わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,掻き毟る,カキムシワ,カキムシワ
かけあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かけあう,カケオワ,カケオワ
架かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,架かる,カコワ,カコワ
成立わ	動詞,自立,*,*,五段・タ行,未然形,成立つ,ナリトワ,ナリトワ
打ち切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,打ち切る,ウチキワ,ウチキワ
打払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,打払う,ウチハロワ,ウチハロワ
思わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,思う,オモワ,オモワ
はね上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はね上がる,ハネアゴワ,ハネアゴワ
よこたわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,よこたわる,ヨコタヲワ,ヨコタヲワ
寝取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,寝取る,ネトワ,ネトワ
冀わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,冀う,コイネゴワ,コイネゴワ
刺さわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,刺さる,サシヨワ,サシヨワ
輝わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,輝る,テワ,テワ
たちきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たちきる,タチキワ,タチキワ
取り繕わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,取り繕う,トリツクロワ,トリツクロワ
くさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,くさる,クシヨワ,クシヨワ
たかぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たかぶる,タカブワ,タカブワ
かかり合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かかり合う,カカリオワ,カカリオワ
つり合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,つり合う,ツリオワ,ツリオワ
のし上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,のし上がる,ノシアゴワ,ノシアゴワ
拠わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,拠る,ヨワ,ヨワ
だきとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,だきとる,ダキトワ,ダキトワ
攀じ登わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,攀じ登る,ヨジノボワ,ヨジノボワ
見粉わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,見粉う,ミマゴワ,ミマゴワ
みとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みとる,ミトワ,ミトワ
巡わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,巡る,メグワ,メグワ
代わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,代る,カヲワ,カヲワ
おりあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,おりあう,オリオワ,オリオワ
躊躇わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,躊躇う,タメロワ,タメロワ
付加わわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,付加わる,ツケクワヲワ,ツケクワヲワ
かかわり合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かかわり合う,カカワリオワ,カカワリオワ
うたいまくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,うたいまくる,ウタイマクワ,ウタイマクワ
まくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,まくる,マクワ,マクワ
おどり上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おどり上がる,オドリアゴワ,オドリアゴワ
切り立わ	動詞,自立,*,*,五段・タ行,未然形,切り立つ,キリトワ,キリトワ
撃ち合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,撃ち合う,ウチオワ,ウチオワ
思いとどまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,思いとどまる,オモイトドモワ,オモイトドモワ
借切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,借切る,カリキワ,カリキワ
分かわ	動詞,自立,*,*,五段・タ行,未然形,分かつ,ワコワ,ワコワ
休まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,休まる,ヤスモワ,ヤスモワ
駆回わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,駆回る,カケマヲワ,カケマヲワ
あれくるわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あれくるう,アレクルワ,アレクルワ
買いあさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,買いあさる,カイアシヨワ,カイアシヨワ
持ち去わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,持ち去る,モチシヨワ,モチシヨワ
拭き取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,拭き取る,フキトワ,フキトワ
過わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,過る,ヨギワ,ヨギワ
おどりかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おどりかかる,オドリカコワ,オドリカコワ
欲張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,欲張る,ヨクボワ,ヨクボワ
取去わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取去る,トリシヨワ,トリシヨワ
切かかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,切かかる,キリカコワ,キリカコワ
願わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,願う,ネゴワ,ネゴワ
割りふわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,割りふる,ワリフワ,ワリフワ
失わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,失う,ウシノワ,ウシノワ
買い取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,買い取る,カイトワ,カイトワ
口ごもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,口ごもる,クチゴモワ,クチゴモワ
