悠介	名詞,固有名詞,人名,名,*,*,悠介,ユウスケ,ユースケ
原チャ	名詞,一般,*,*,*,*,原チャ,ゲンチャ,ゲンチャ
取っ替え引っ替え	名詞,サ変接続,*,*,*,*,取っ替え引っ替え,トッカエヒッカエ,トッカエヒッカエ
唐揚げ	名詞,一般,*,*,*,*,唐揚げ,カラアゲ,カラアゲ
坂本	名詞,固有名詞,人名,名,*,*,坂本,サカモト,サカモト
外国人	名詞,一般,*,*,*,*,外国人,ガイコクジン,ガイコクジン
多民族	名詞,一般,*,*,*,*,多民族,タミンゾク,タミンゾク
大学祭	名詞,一般,*,*,*,*,大学祭,ダイガクサイ,ダイガクサイ
姉	名詞,一般,*,*,*,*,姉,ネエ,ネー
婚活	名詞,サ変接続,*,*,*,*,婚活,コンカツ,コンカツ
学祭	名詞,一般,*,*,*,*,学祭,ガクサイ,ガクサイ
学食	名詞,一般,*,*,*,*,学食,ガクショク,ガクショク
安もん	名詞,一般,*,*,*,*,安もん,ヤスモン,ヤスモン
定演	名詞,一般,*,*,*,*,定演,テイエン,テイエン
小1	名詞,一般,*,*,*,*,小1,ショウイチ,ショーイチ
小2	名詞,一般,*,*,*,*,小2,ショウニ,ショーニ
小3	名詞,一般,*,*,*,*,小3,ショウサン,ショーサン
小4	名詞,一般,*,*,*,*,小4,ショウヨン,ショーヨン
小5	名詞,一般,*,*,*,*,小5,ショウゴ,ショーゴ
小6	名詞,一般,*,*,*,*,小6,ショウロク,ショーロク
小一	名詞,一般,*,*,*,*,小一,ショウイチ,ショーイチ
小三	名詞,一般,*,*,*,*,小三,ショウサン,ショーサン
小中	名詞,一般,*,*,*,*,小中,ショウチュウ,ショーチュー
小中高	名詞,一般,*,*,*,*,小中高,ショウチュウコウ,ショーチューコー
小二	名詞,一般,*,*,*,*,小二,ショウニ,ショーニ
小五	名詞,一般,*,*,*,*,小五,ショウゴ,ショーゴ
小六	名詞,一般,*,*,*,*,小六,ショウロク,ショーロク
小四	名詞,一般,*,*,*,*,小四,ショウヨン,ショーヨン
小１	名詞,一般,*,*,*,*,小１,ショウイチ,ショーイチ
小２	名詞,一般,*,*,*,*,小２,ショウニ,ショーニ
小３	名詞,一般,*,*,*,*,小３,ショウサン,ショーサン
小４	名詞,一般,*,*,*,*,小４,ショウヨン,ショーヨン
小５	名詞,一般,*,*,*,*,小５,ショウゴ,ショーゴ
小６	名詞,一般,*,*,*,*,小６,ショウロク,ショーロク
山小	名詞,固有名詞,組織,*,*,*,山小,ヤマショウ,ヤマショー
建てもん	名詞,一般,*,*,*,*,建てもん,タテモン,タテモン
建もん	名詞,一般,*,*,*,*,建もん,タテモン,タテモン
愛小	名詞,固有名詞,組織,*,*,*,愛小,アイショウ,アイショー
押しピン	名詞,一般,*,*,*,*,おしピン,オシピン,オシピン
断裂	名詞,サ変接続,*,*,*,*,断裂,ダンレツ,ダンレツ
新歓	名詞,一般,*,*,*,*,新歓,シンカン,シンカン
新歓	名詞,サ変接続,*,*,*,*,新歓,シンカン,シンカン
明光義塾	名詞,固有名詞,組織,*,*,*,明光義塾,メイコウギジュク,メーコーギジュク
来来亭	名詞,固有名詞,組織,*,*,*,来来亭,ライライテイ,ライライテー
東播	名詞,固有名詞,地域,一般,*,*,東播,トウバン,トーバン
松陰	名詞,固有名詞,組織,*,*,*,松陰,ショウイン,ショーイン
松陰	名詞,固有名詞,組織,*,*,*,松陰,ショウイン,ショーイン
果もん	名詞,一般,*,*,*,*,くだもん,クダモン,クダモン
桂	名詞,固有名詞,地域,一般,*,*,桂,カツラ,カツラ
武庫女	名詞,固有名詞,組織,一般,*,*,武庫女,ムコジョ,ムコジョ
汚れ	名詞,一般,*,*,*,*,汚れ,ヨゴレ,ヨゴレ
泉州	名詞,固有名詞,地域,一般,*,*,泉州,センシュウ,センシュウ
洗いもん	名詞,一般,*,*,*,*,洗いもん,アライモン,アライモン
洗もん	名詞,一般,*,*,*,*,洗もん,アライモン,アライモン
混ぜ混ぜ	名詞,サ変接続,*,*,*,*,混ぜ混ぜ,マゼマゼ,マゼマゼ
清教	名詞,固有名詞,組織,*,*,*,清教,セイキョウ,セーキョー
漢検	名詞,一般,*,*,*,*,漢検,カンケン,カンケン
片っぽ	名詞,一般,*,*,*,*,片っぽ,カタッポ,カタッポ
特養	名詞,一般,*,*,*,*,特養,トクヨウ,トクヨー
王寺	名詞,固有名詞,地域,一般,*,*,王寺,オウジ,オージ
甘デジ	名詞,一般,*,*,*,*,甘デジ,アマデジ,アマデジ
生きもん	名詞,一般,*,*,*,*,生きもん,イキモン,イキモン
生もん	名詞,一般,*,*,*,*,生もん,イキモン,イキモン
生協	名詞,固有名詞,組織,*,*,*,生協,セイキョウ,セーキョー
甲東	名詞,固有名詞,地域,一般,*,*,甲東,コウトウ,コートー
甲陽園	名詞,固有名詞,地域,一般,*,*,甲陽園,コウヨウエン,コーヨーエン
発表会	名詞,一般,*,*,*,*,発表会,ハッピョウカイ,ハッピョウカイ
百均	名詞,一般,*,*,*,*,百均,ヒャッキン,ヒャッキン
神鉄	名詞,固有名詞,組織,*,*,*,神鉄,シンテツ,シンテツ
神鉄	名詞,固有名詞,組織,*,*,*,神鉄,シンテツ,シンテツ
福娘	名詞,一般,*,*,*,*,福娘,フクムスメ,フクムスメ
立命	名詞,固有名詞,組織,一般,*,*,立命,リツメイ,リツメー
竹ひご	名詞,一般,*,*,*,*,竹ひご,タケヒゴ,タケヒゴ
竹藪	名詞,一般,*,*,*,*,竹藪,タケヤブ,タケヤブ
筋トレ	名詞,一般,*,*,*,*,筋トレ,キントレ,キントレ
総合政策学部	名詞,固有名詞,組織,*,*,*,総合政策部,ソウゴウセイサクガクブ,ソーゴーセーサクガクブ
総政	名詞,固有名詞,組織,*,*,*,総合政策部,ソウセイ,ソーセー
胴囲	名詞,一般,*,*,*,*,胴囲,ドウイ,ドウイ
若もん	名詞,一般,*,*,*,*,若もん,ワカモン,ワカモン
英検	名詞,一般,*,*,*,*,英検,エイケン,エーケン
買いもん	名詞,一般,*,*,*,*,買いもん,カイモン,カイモン
買もん	名詞,一般,*,*,*,*,買もん,カイモン,カイモン
走	名詞,接尾,一般,*,*,*,走,ソウ,ソー
跳び	名詞,一般,*,*,*,*,跳び,トビ,トビ
遊戯王	名詞,一般,*,*,*,*,遊戯王,ユウギオウ,ユーギオー
酎ハイ	名詞,一般,*,*,*,*,酎ハイ,チュウハイ,チューハイ
関学	名詞,固有名詞,組織,一般,*,*,関学,カンガク,カンガク
関学生	名詞,一般,*,*,*,*,関学生,カンガクセイ,カンガクセイ
関関	名詞,固有名詞,組織,一般,*,*,関関,カンカン,カンカン
難波	名詞,固有名詞,地域名,*,*,*,難波,ナンバ,ナンバ
食べもん	名詞,一般,*,*,*,*,食べもん,タベモン,タベモン
食もん	名詞,一般,*,*,*,*,食もん,タベモン,タベモン
飲みもん	名詞,一般,*,*,*,*,飲みもん,ノミモン,ノミモン
飲もん	名詞,一般,*,*,*,*,飲もん,ノミモン,ノミモン
高1	名詞,一般,*,*,*,*,高1,コウイチ,コーイチ
高2	名詞,一般,*,*,*,*,高2,コウニ,コーニ
高3	名詞,一般,*,*,*,*,高3,コウサン,コーサン
高一	名詞,一般,*,*,*,*,高一,コウイチ,コーイチ
高三	名詞,一般,*,*,*,*,高三,コウサン,コーサン
高二	名詞,一般,*,*,*,*,高二,コウニ,コーニ
高槻	名詞,固有名詞,地域,一般,*,*,高槻,タカツキ,タカツキ
高１	名詞,一般,*,*,*,*,高１,コウイチ,コーイチ
高２	名詞,一般,*,*,*,*,高２,コウニ,コーニ
高３	名詞,一般,*,*,*,*,高３,コウサン,コーサン
龍馬	名詞,固有名詞,人名,名,*,*,龍馬,リョウマ,リョウマ
２ちゃんねる	名詞,固有名詞,一般,*,*,*,２ちゃんねる,２ちゃんねる,２ちゃんねる
２チャン	名詞,固有名詞,一般,*,*,*,２チャン,２チャン,２チャン
Ｂ‘Ｚ	名詞,固有名詞,組織,*,*,*,Ｂ‘Ｚ,Ｂ‘Ｚ,Ｂ‘Ｚ
ＥＣ	名詞,固有名詞,一般,*,*,*,ＥＣ,ＥＣ,ＥＣ
ＥＳＳ	名詞,固有名詞,一般,*,*,*,ＥＳＳ,ＥＳＳ,ＥＳＳ
Ｊポップ	名詞,一般,*,*,*,*,Ｊポップ,ジェポップ,ジェポップ
ＪーＰＯＰ	名詞,一般,*,*,*,*,ＪーＰＯＰ,ＪーＰＯＰ,ＪーＰＯＰ
ＪＰＯＰ	名詞,一般,*,*,*,*,ＪＰＯＰ,ＪＰＯＰ,ＪＰＯＰ
ＪＲ	名詞,固有名詞,組織,*,*,*,ＪＲ,ＪＲ,ＪＲ
Ｋポップ	名詞,一般,*,*,*,*,Ｋポップ,ケーポップ,ケーポップ
ＫーＰＯＰ	名詞,一般,*,*,*,*,ＫーＰＯＰ,ＫーＰＯＰ,ＫーＰＯＰ
ＫＰＯＰ	名詞,一般,*,*,*,*,ＫＰＯＰ,ＫＰＯＰ,ＫＰＯＰ
ＮＨＫ	名詞,固有名詞,組織,*,*,*,ＮＨＫ,ＮＨＫ,ＮＨＫ
ＮＳＣ	名詞,一般,*,*,*,*,ＮＳＣ,ＮＳＣ,ＮＳＣ
ＯＬ	名詞,一般,*,*,*,*,ＯＬ,ＯＬ,ＯＬ
ＰＳＰ	名詞,固有名詞,一般,*,*,*,ＰＳＰ,ＰＳＰ,ＰＳＰ
ＰＴＡ	名詞,固有名詞,組織,*,*,*,ＰＴＡ,ＰＴＡ,ＰＴＡ
ＵＳＪ	名詞,固有名詞,組織,*,*,*,ＵＳＪ,ＵＳＪ,ＵＳＪ
Ｗｉｉ	名詞,固有名詞,一般,*,*,*,Ｗｉｉ,Ｗｉｉ,Ｗｉｉ
くそ	名詞,一般,*,*,*,*,くそ,クソ,クソ
め	名詞,接尾,一般,*,*,*,め,メ,メ
イントラ	名詞,一般,*,*,*,*,イントラ,イントラ,イントラ
イントラデビュー	名詞,一般,*,*,*,*,イントラデビュー,イントラデビュー,イントラデビュー
ズンバ	名詞,固有名詞,組織,*,*,*,ズンバ,ズンバ,ズンバ
ピラティス	名詞,一般,*,*,*,*,ピラティス,ピラティス,ピラティス
エアロ	名詞,一般,*,*,*,*,エアロ,エアロ,エアロ
キッズチア	名詞,一般,*,*,*,*,キッズチア,キッズチア,キッズチア
キッズ	名詞,一般,*,*,*,*,キッズ,キッズ,キッズ
bt	名詞,固有名詞,一般,*,*,*,bt,bt,bt
チア	名詞,一般,*,*,*,*,チア,チア,チア
パイナポー	名詞,一般,*,*,*,*,パイナポー,パイナポー,パイナポー
ラフテー	名詞,一般,*,*,*,*,ラフテー,ラフテー,ラフテー
やなわらばー	名詞,固有名詞,組織,*,*,*,やなわらばー,やなわらばー,やなわらばー
クソガキ	名詞,一般,*,*,*,*,クソガキ,クソガキ,クソガキ
パピコ	名詞,固有名詞,一般,*,*,*,パピコ,パピコ,パピコ
ガンバ	名詞,固有名詞,一般,*,*,*,ガンバ,ガンバ,ガンバ
イベコン	名詞,固有名詞,一般,*,*,*,イベコン,イベコン,イベコン
キャンギャル	名詞,一般,*,*,*,*,キャンギャル,キャンギャル,キャンギャル
テープカット	名詞,一般,*,*,*,*,テープカット,テープカット,テープカット
ピンポーン	名詞,一般,*,*,*,*,ピンポーン,ピンポーン,ピンポーン
アナザースカイ	名詞,固有名詞,一般,*,*,*,アナザースカイ,アナザースカイ,アナザースカイ
サキティ	名詞,固有名詞,一般,*,*,*,サキティ,サキティ,サキティ
美姫	名詞,固有名詞,人名,名,*,*,美姫,美姫,美姫
十二楽坊	名詞,固有名詞,組織,*,*,*,十二楽坊,十二楽坊,十二楽坊
アラビアンナイト	名詞,固有名詞,一般,*,*,*,アラビアンナイト,アラビアンナイト,アラビアンナイト
フリースケーティング	名詞,一般,*,*,*,*,フリースケーティング,フリースケーティング,フリースケーティング
バッククロス	名詞,一般,*,*,*,*,バッククロス,バッククロス,バッククロス
スリージャンプ	名詞,一般,*,*,*,*,スリージャンプ,スリージャンプ,スリージャンプ
トーループ	名詞,一般,*,*,*,*,トーループ,トーループ,トーループ
ジャンプ	名詞,一般,*,*,*,*,ジャンプ,ジャンプ,ジャンプ
クロススピン	名詞,一般,*,*,*,*,クロススピン,クロススピン,クロススピン
シット	名詞,一般,*,*,*,*,シット,シット,シット
キャメル	名詞,一般,*,*,*,*,キャメル,キャメル,キャメル
ピポット	名詞,一般,*,*,*,*,ピポット,ピポット,ピポット
ワンツーマン	名詞,一般,*,*,*,*,ワンツーマン,ワンツーマン,ワンツーマン
スポッチャ	名詞,一般,*,*,*,*,スポッチャ,スポッチャ,スポッチャ
ノンスタイル	名詞,一般,*,*,*,*,ノンスタイル,ノンスタイル,ノンスタイル
NBA	名詞,固有名詞,組織,*,*,*,NBA,NBA,NBA
NFL	名詞,固有名詞,組織,*,*,*,NFL,NFL,NFL
ワークッショプ	名詞,一般,*,*,*,*,ワークッショプ,ワークッショプ,ワークッショプ
ヒート	名詞,一般,*,*,*,*,ヒート,ヒート,ヒート
レイカーズ	名詞,固有名詞,組織,*,*,*,レイカーズ,レイカーズ,レイカーズ
クリッパーズ	名詞,固有名詞,組織,*,*,*,クリッパーズ,クリッパーズ,クリッパーズ
マブス	名詞,固有名詞,組織,*,*,*,マブス,マブス,マブス
ポンダンス	名詞,一般,*,*,*,*,ポンダンス,ポンダンス,ポンダンス
セルティックス	名詞,固有名詞,組織,*,*,*,セルティックス,セルティックス,セルティックス
レイカーガールズ	名詞,固有名詞,一般,*,*,*,レイカーガールズ,レイカーガールズ,レイカーガールズ
ダラスカウボーイズ	名詞,固有名詞,組織,*,*,*,ダラスカウボーイズ,ダラスカウボーイズ,ダラスカウボーイズ
バッカニアーズ	名詞,固有名詞,組織,*,*,*,バッカニアーズ,バッカニアーズ,バッカニアーズ
89ners	名詞,固有名詞,組織,*,*,*,89ners,89ners,89ners
コピ	名詞,一般,*,*,*,*,コピ,コピ,コピ
チアリ	名詞,一般,*,*,*,*,チアリ,チアリ,チアリ
チアイコール	名詞,一般,*,*,*,*,チアイコール,チアイコール,チアイコール
ユイ	名詞,一般,*,*,*,*,ユイ,ユイ,ユイ
シュット	名詞,一般,*,*,*,*,シュット,シュット,シュット
ガールズトーク	名詞,一般,*,*,*,*,ガールズトーク,ガールズトーク,ガールズトーク
チビ	名詞,一般,*,*,*,*,チビ,チビ,チビ
アルトリコーダー	名詞,一般,*,*,*,*,アルトリコーダー,アルトリコーダー,アルトリコーダー
チワワ	名詞,一般,*,*,*,*,チワワ,チワワ,チワワ
リロ	名詞,一般,*,*,*,*,リロ,リロ,リロ
AI	名詞,固有名詞,組織,*,*,*,AI,AI,AI
バックダンサー	名詞,一般,*,*,*,*,バックダンサー,バックダンサー,バックダンサー
ゴスペル	名詞,一般,*,*,*,*,ゴスペル,ゴスペル,ゴスペル
ジョンテ	名詞,固有名詞,人名,名,*,*,ジョンテ,ジョンテ,ジョンテ
アイライン	名詞,一般,*,*,*,*,アイライン,アイライン,アイライン
アイズ	名詞,一般,*,*,*,*,アイズ,アイズ,アイズ
BT	名詞,固有名詞,一般,*,*,*,BT,BT,BT
アボガド	名詞,一般,*,*,*,*,アボガド,アボガド,アボガド
ジャンキー	名詞,一般,*,*,*,*,ジャンキー,ジャンキー,ジャンキー
GI	名詞,固有名詞,一般,*,*,*,GI,GI,GI
ラブマシーン	名詞,固有名詞,一般,*,*,*,ラブマシーン,ラブマシーン,ラブマシーン
プッチモニ	名詞,固有名詞,一般,*,*,*,プッチモニ,プッチモニ,プッチモニ
ミニモニ	名詞,固有名詞,一般,*,*,*,ミニモニ,ミニモニ,ミニモニ
モー娘	名詞,固有名詞,一般,*,*,*,モー娘,モー娘,モー娘
AKB	名詞,固有名詞,組織,*,*,*,AKB,AKB,AKB
レイクスチア	名詞,固有名詞,一般,*,*,*,レイクスチア,レイクスチア,レイクスチア
TokyoGirls	名詞,固有名詞,組織,*,*,*,TokyoGirls,TokyoGirls,TokyoGirls
エベッサ	名詞,固有名詞,組織,*,*,*,エベッサ,エベッサ,エベッサ
サーティーン	名詞,一般,*,*,*,*,サーティーン,サーティーン,サーティーン
イナズマイレブン	名詞,固有名詞,一般,*,*,*,イナズマイレブン,イナズマイレブン,イナズマイレブン
シャトラン	名詞,固有名詞,一般,*,*,*,シャトラン,シャトラン,シャトラン
ドッヂボール	名詞,一般,*,*,*,*,ドッヂボール,ドッヂボール,ドッヂボール
NG	名詞,一般,*,*,*,*,NG,NG,NG
アザ	名詞,一般,*,*,*,*,アザ,アザ,アザ
スロ	名詞,一般,*,*,*,*,スロ,スロ,スロ
ＬＡ	名詞,固有名詞,一般,*,*,*,ＬＡ,ＬＡ,ＬＡ
ART	名詞,固有名詞,一般,*,*,*,ART,ART,ART
AT	名詞,固有名詞,一般,*,*,*,AT,AT,AT
ケータイゲーム	名詞,一般,*,*,*,*,ケータイゲーム,ケータイゲーム,ケータイゲーム
リブステーキ	名詞,一般,*,*,*,*,リブステーキ,リブステーキ,リブステーキ
トニーローマ	名詞,固有名詞,人名,名,*,*,トニーローマ,トニーローマ,トニーローマ
デジ	名詞,一般,*,*,*,*,デジ,デジ,デジ
﻿NGO	名詞,一般,*,*,*,*,﻿NGO,﻿NGO,﻿NGO
﻿K-POP	名詞,一般,*,*,*,*,﻿K-POP,﻿K-POP,﻿K-POP
ディズニーランドシー	名詞,固有名詞,組織,*,*,*,ディズニーランドシー,ディズニーランドシー,ディズニーランドシー
ポメラニアン	名詞,固有名詞,一般,*,*,*,ポメラニアン,ポメラニアン,ポメラニアン
﻿アプリ	名詞,一般,*,*,*,*,﻿アプリ,﻿アプリ,﻿アプリ
ジャグラー	名詞,一般,*,*,*,*,ジャグラー,ジャグラー,ジャグラー
敦也	名詞,固有名詞,人名,名,*,*,敦也,敦也,敦也
オカマ	名詞,一般,*,*,*,*,オカマ,オカマ,オカマ
らんま	名詞,固有名詞,一般,*,*,*,らんま,ランマ,ランマ
パーン	名詞,固有名詞,一般,*,*,*,パーン,パーン,パーン
シャンプーポーン	名詞,固有名詞,一般,*,*,*,シャンプーポーン,シャンプーポーン,シャンプーポーン
ボーナスパーン	名詞,固有名詞,一般,*,*,*,ボーナスパーン,ボーナスパーン,ボーナスパーン
シャンプーパーン	名詞,固有名詞,一般,*,*,*,シャンプーパーン,シャンプーパーン,シャンプーパーン
シャンプーパーンパーン	名詞,固有名詞,一般,*,*,*,シャンプーパーンパーン,シャンプーパーンパーン,シャンプーパーンパーン
ベラジオ	名詞,固有名詞,一般,*,*,*,ベラジオ,ベラジオ,ベラジオ
優馬	名詞,固有名詞,人名,名,*,*,優馬,優馬,優馬
若草湯	名詞,固有名詞,人名,名,*,*,若草湯,若草湯,若草湯
ババア	名詞,一般,*,*,*,*,ババア,ババア,ババア
ジジイ	名詞,一般,*,*,*,*,ジジイ,ジジイ,ジジイ
ランマ	名詞,固有名詞,一般,*,*,*,ランマ,ランマ,ランマ
アカハレゼロ	名詞,固有名詞,一般,*,*,*,アカハレゼロ,アカハレゼロ,アカハレゼロ
ガレイチャンス	名詞,固有名詞,一般,*,*,*,ガレイチャンス,ガレイチャンス,ガレイチャンス
ウッパー	名詞,固有名詞,一般,*,*,*,ウッパー,ウッパー,ウッパー
スーチー	名詞,固有名詞,一般,*,*,*,スーチー,スーチー,スーチー
イーパーイーソー	名詞,固有名詞,一般,*,*,*,イーパーイーソー,イーパーイーソー,イーパーイーソー
ザンク	名詞,固有名詞,一般,*,*,*,ザンク,ザンク,ザンク
ブースト	名詞,一般,*,*,*,*,ブースト,ブースト,ブースト
ハタチ	名詞,一般,*,*,*,*,ハタチ,ハタチ,ハタチ
ヤキニク	名詞,一般,*,*,*,*,ヤキニク,ヤキニク,ヤキニク
ウンメーナー	名詞,固有名詞,一般,*,*,*,ウンメーナー,ウンメーナー,ウンメーナー
